"key","message","comment","context"
"%s : You must configure a Supplier purchase journal for the company %s","%s : يجب عليك تكوين دفتر يومية شراء المورد للشركة %s",,
"%s : You must configure a TIP and cheque TIP payment rejects path for the import file for the company %s","%s : يجب عليك تكوين TIP والتحقق من مسار رفض دفع TIP لملف الاستيراد الخاص بالشركة %s",,
"%s : You must configure a TIP and cheque TIP payment's import path for the company %s","%s : يجب عليك تكوين TIP والتحقق من مسار استيراد دفع TIP للشركة %s",,
"%s : You must configure a TIP and cheque TIP temporary import path for the company %s","%s : يجب عليك تكوين TIP والتحقق من مسار استيراد TIP المؤقت للشركة %s",,
"%s : You must configure a TIP and cheque TIP temporary path for the payment reject's file for the company %s","%s : يجب عليك تكوين TIP والتحقق من المسار المؤقت لـ TIP لملف رفض الدفع الخاص بالشركة %s",,
"%s : You must configure a cash difference credit account for the company %s","%s : يجب عليك تكوين حساب دائن للفرق النقدي للشركة %s",,
"%s : You must configure a cash difference debit account for the company %s","%s : يجب عليك تكوين حساب مدين للفرق النقدي للشركة %s",,
"%s : You must configure a cheque rejection sequence for the company %s","%s : يجب عليك تكوين تسلسل رفض الشيك للشركة %s",,
"%s : You must configure a clearance sequence of the overpayments for the company %s","%s : يجب عليك تكوين تسلسل التخليص للمدفوعات الزائدة للشركة %s",,
"%s : You must configure a company for the fiscal year %s","%s : يجب عليك تكوين شركة للسنة المالية %s",,
"%s : You must configure a customer account for the company %s","%s : يجب عليك تكوين حساب عميل للشركة %s",,
"%s : You must configure a debt recovery tab for the company %s","%s : يجب عليك تكوين علامة تبويب استرداد الديون للشركة %s",,
"%s : You must configure a direct debit payment mode for the company %s","%s : يجب عليك تكوين وضع الدفع بالخصم المباشر للشركة %s",,
"%s : You must configure a direct debit reject sequence\n for the company %s for the journal %s","%s : يجب عليك تكوين تسلسل رفض للدين المباشر\n للشركة %s لدفتر اليومية %s",,
"%s : You must configure a doubtful customer account for the company %s","%s : يجب عليك تكوين حساب عميل مشكوك فيه للشركة %s",,
"%s : You must configure a factor credit account for the company %s","%s : يجب عليك تكوين حساب ائتمان عامل للشركة %s",,
"%s : You must configure a factor debit account for the company %s","%s : يجب عليك تكوين حساب مدين عامل للشركة %s",,
"%s : You must configure a file name for the export of move file for the company %s","%s : يجب تكوين اسم ملف لتصدير ملف النقل للشركة %s",,
"%s : You must configure a financial account for then company %s","%s : يجب عليك تكوين حساب مالي للشركة %s",,
"%s : You must configure a holdback customer account for the company %s","%s : يجب عليك تكوين حساب عميل معوق للشركة %s",,
"%s : You must configure a holdback supplier account for the company %s","%s : يجب عليك تكوين حساب مورد معوق للشركة %s",,
"%s : You must configure a number's account for the RIB %s of third-payer %s","%s : يجب عليك تكوين حساب رقم لـ RIB %s للدافع الثالث %s",,
"%s : You must configure a path for the reimbursement rejects import's temporary file for the company %s","%s : يجب عليك تكوين مسار لملف رفض الاستيراد المؤقت للشركة %s",,
"%s : You must configure a path for the reimbursements rejects import's file for the company %s","%s : يجب عليك تكوين مسار لملف رفض الاستيراد الخاص بالشركة %s",,
"%s : You must configure a path for the reject's file for the company %s","%s : يجب عليك تكوين مسار لملف الرفض الخاص بالشركة %s",,
"%s : You must configure a path for the temporary reject's file for the company %s","%s : يجب عليك تكوين مسار لملف الرفض المؤقت للشركة %s",,
"%s : You must configure a payment mode after reject for the company %s","%s : يجب عليك تكوين وضع الدفع بعد الرفض للشركة %s",,
"%s : You must configure a purchase financial discount account for the company %s","%s : يجب عليك تكوين حساب خصم مالي للشراء للشركة %s",,
"%s : You must configure a purchase financial discount tax for the company %s","%s : يجب عليك تكوين ضريبة الخصم المالي على الشراء للشركة %s",,
"%s : You must configure a receipt number (Payment entry) for the company %s","%s : يجب عليك تكوين رقم إيصال (إدخال الدفع) للشركة %s",,
"%s : You must configure a reimbursement account for the company %s","%s : يجب عليك تكوين حساب السداد للشركة %s",,
"%s : You must configure a reimbursement sequence for the company %s","%s : يجب عليك تكوين تسلسل السداد للشركة %s",,
"%s : You must configure a reject import letter template for the company %s","%s : يجب عليك تكوين قالب خطاب رفض الاستيراد للشركة %s",,
"%s : You must configure a reject/return reason's code's list relating to Card cashing, Direct debit and TIP in general configuration","%s : يجب عليك تكوين قائمة رمز سبب الرفض/الإرجاع المتعلقة بصرف البطاقة والخصم المباشر وTIP في التكوين العام",,
"%s : You must configure a rejects journal for the company %s","%s : يجب عليك تكوين سجل الرفض للشركة %s",,
"%s : You must configure a reported balance journal for the company %s","%s : يجب عليك تكوين دفتر يومية للأرصدة المبلغ عنها للشركة %s",,
"%s : You must configure a sale financial discount account for the company %s","%s : يجب عليك تكوين حساب خصم مالي للبيع للشركة %s",,
"%s : You must configure a sale financial discount tax for the company %s","%s : يجب عليك تكوين ضريبة الخصم المالي على المبيعات للشركة %s",,
"%s : You must configure a shift to irrecoverable's reason for the company %s","%s : يجب عليك تكوين التحول إلى سبب غير قابل للاسترداد للشركة %s",,
"%s : You must configure a shifting reason (debt more than six months) for the company %s","%s : يجب عليك تكوين سبب متغير (دين أكثر من ستة أشهر) للشركة %s",,
"%s : You must configure a shifting reason (debt more than three months) for the company %s","%s : يجب عليك تكوين سبب متغير (دين أكثر من ثلاثة أشهر) للشركة %s",,
"%s : You must configure a supplier account for the company %s","%s : يجب عليك تكوين حساب مورد للشركة %s",,
"%s : You must configure a tax standard rate for the company %s","%s : يجب عليك تكوين معدل الضريبة القياسي للشركة %s",,
"%s : You must configure a year closure account for the company %s","%s : يجب عليك تكوين حساب إغلاق سنوي للشركة %s",,
"%s : You must configure a year opening account for the company %s","%s : يجب عليك تكوين حساب افتتاحي لمدة عام للشركة %s",,
"%s : You must configure account clearance for the company %s","%s : يجب عليك تكوين تصفية الحساب للشركة %s",,
"%s : You must configure account information for the company %s","%s : يجب عليك تكوين معلومات الحساب للشركة %s",,
"%s : You must configure account's information for the company %s","%s : يجب عليك تكوين معلومات الحساب للشركة",,
"%s : You must configure an advance payment account for the company %s","%s : يجب عليك تكوين حساب الدفعة المقدمة للشركة %s",,
"%s : You must configure an employee account for the company %s","%s : يجب عليك تكوين حساب موظف للشركة %s",,
"%s : You must configure an irrevocable doubtful account for the company %s","%s : يجب عليك تكوين حساب مشكوك فيه وغير قابل للإلغاء للشركة %s",,
"%s : You must configure an irrevocable journal for the company %s","%s : يجب عليك تكوين دفتر يومية غير قابل للإلغاء للشركة %s",,
"%s : You must configure an overpayment account clearance journal for the company %s","%s : يجب عليك تكوين دفتر يومية تصفية حساب الدفعات الزائدة للشركة %s",,
"%s : You must configure an supplier advance payment account for the company %s","%s : يجب عليك تكوين حساب الدفعة المقدمة للمورد للشركة %s",,
"%s : You must configure shit to irrecoverable sequence for the company %s","%s : يجب عليك تكوين تسلسل غير قابل للاسترداد للشركة %s",,
"%s account not found in move %s","لم يتم العثور على حساب %s في الخطوة %s",,
"%s has not exaclty the same internal companies as %s.","ليس لدى %s نفس الشركات الداخلية تمامًا مثل %s.",,
"%s records(s) refused on %s record(s) selected(s).","تم رفض %s من السجلات (السجلات) في %s من السجلات المحددة.",,
"%s records(s) updated on %s record(s) selected(s).","تم تحديث %s من السجلات (السجلات) في %s من السجلات المحددة.",,
"(Debit %s account %s amount %s - Credit %s account %s amount %s)","(حساب المدين %s مبلغ %s %s - حساب %s الدائن مبلغ %s %s)",,
"* %s Account(s) situation(s) treated","* تمت معالجة حالة (حالات) الحساب (الحسابات) الخاصة بـ %s",,
"* %s Invoice(s)/Move(s) treated","* تمت معالجة %s من الفاتورة (الفواتير)/النقل (التحركات).",,
", to separate multiple expressions with an ""OR"" logic","، لفصل التعبيرات المتعددة باستخدام منطق ""OR"".",,
"0","0",,
"1","1",,
"1 Month","1 شهر",,
"1 Year","1 سنة",,
"10","10",,
"2","2",,
"2 Months","شهرين",,
"2 interest rate history line periods can not overlap.","لا يمكن أن تتداخل فترات سطر تاريخ أسعار الفائدة.",,
"3","3",,
"3 Months","3 أشهر",,
"4","4",,
"5","5",,
"6","6",,
"6 Months","6 أشهر",,
"7","7",,
"8","8",,
"80","80",,
"9","9",,
"<><Badge bg=""danger"">Payment vouchers on invoice setting is disabled.</Badge></>","<><Badge bg=""danger"">تم تعطيل قسائم الدفع في إعداد الفاتورة.</Badge></>",,
"<><Badge bg=""warning"">This form is in readOnly either because the term has been paid or is attached to a payment session.</Badge></>","<><Badge bg=""warning"">هذا النموذج موجود للقراءة فقط إما لأنه تم دفع المدة أو لأنه مرفق بجلسة دفع.</Badge></>",,
"A cancel reason must be selected","يجب تحديد سبب الإلغاء",,
"A chart or chart structure of accounts already exists, please delete the hierarchy between accounts in order to import a new chart.","يوجد بالفعل مخطط أو هيكل مخطط للحسابات، يرجى حذف التسلسل الهرمي بين الحسابات لاستيراد مخطط جديد.",,
"A large number of recording has been fetched in this period. Edition can take a while. Do you want to proceed ?","تم جلب عدد كبير من التسجيلات في هذه الفترة. يمكن أن يستغرق الإصدار بعض الوقت. هل تريد المتابعة؟",,
"A new record of fixed asset will be generated based on the split amount. Current fixed asset will be recalculated based on the remaining gross value amount.","سيتم إنشاء سجل جديد للأصول الثابتة بناءً على مبلغ التقسيم. سيتم إعادة حساب الأصول الثابتة الحالية بناءً على مبلغ القيمة الإجمالية المتبقية.",,
"A new record of fixed asset will be generated based on the split quantity. Current fixed asset will be recalculated based on the remaining quantity.","سيتم إنشاء سجل جديد للأصول الثابتة بناءً على الكمية المقسمة. سيتم إعادة حساب الأصل الثابت الحالي بناءً على الكمية المتبقية.",,
"A payment mode already exists with the same information.","يوجد بالفعل وضع دفع بنفس المعلومات.",,
"A payment on invoice term %s is being attempted but its PFP has been refused.","تتم محاولة إجراء دفعة على مدة الفاتورة %s ولكن تم رفض PFP الخاص بها.",,
"A previous result can be used with its code, but it can only be elements of the same type.","يمكن استخدام النتيجة السابقة مع الكود الخاص بها، ولكن يمكن أن تكون فقط عناصر من نفس النوع.",,
"A reverse charge tax is required on the fiscal position %s (From tax : %s - To tax : %s).","يلزم فرض ضريبة الرسوم العكسية على الوضع المالي %s (من الضريبة : %s - إلى الضريبة : %s).",,
"A sequence already exists on this code for this company and this sequence have to be unique","يوجد تسلسل بالفعل في هذا الرمز لهذه الشركة ويجب أن يكون هذا التسلسل فريدًا",,
"A tax line is missing","الخط الضريبي مفقود",,
"A technical type is required on the journal type %s.","النوع الفني مطلوب في نوع دفتر اليومية %s.",,
"A transmitted or a accounted subrogation release already exist for the invoices %s.","يوجد بالفعل إصدار بديل مرسل أو محسوب للفواتير %s.",,
"A.T.I.","ايه تي آي.",,
"AND","و",,
"Acc. Clearance","لجنة التنسيق الإدارية. التخليص",,
"Access payment session","الوصول إلى جلسة الدفع",,
"Account","حساب",,
"Account '%s' is missing in account config","الحساب '%s' مفقود في تكوين الحساب",,
"Account Configuration","تكوين الحساب",,
"Account Invoice Summary","ملخص فاتورة الحساب",,
"Account List","قائمة الحساب",,
"Account Managements","إدارة الحسابات",,
"Account Type","نوع الحساب",,
"Account balances from all accounts situations (%s) has been updated.","تم تحديث أرصدة الحسابات من كافة مواقف الحسابات (%s).",,
"Account balances of %s accounting situation has not been updated, you must run the contact account batch update.","لم يتم تحديث أرصدة الحسابات الخاصة بالوضع المحاسبي لـ %s، ويجب عليك تشغيل التحديث الدفعي لحساب جهة الاتصال.",,
"Account blocked","تم حظر الحساب",,
"Account calculation configuration","تكوين حساب الحساب",,
"Account clearance","تصفية الحساب",,
"Account clearance date","تاريخ تصفية الحساب",,
"Account clearance filters","مرشحات تصفية الحساب",,
"Account clearance journal","مجلة تصفية الحساب",,
"Account clearance operations","عمليات تصفية الحساب",,
"Account code","رمز الحساب",,
"Account code filter","مرشح رمز الحساب",,
"Account code nbr. char","رمز الحساب رقم . شار",,
"Account config","تكوين الحساب",,
"Account config (${ name })","تكوين الحساب (${ الاسم })",,
"Account configuration","تكوين الحساب",,
"Account configurations","تكوينات الحساب",,
"Account customer","عميل الحساب",,
"Account details","تفاصيل الحساب",,
"Account equivalence","معادلة الحساب",,
"Account equivalences","معادلات الحساب",,
"Account filters","مرشحات الحساب",,
"Account for appropriation to extraordinary depreciations","حساب مخصصات الاستهلاكات غير العادية",,
"Account management","إدارة الحساب",,
"Account management list","قائمة إدارة الحساب",,
"Account manually blocked","تم حظر الحساب يدويًا",,
"Account missing on configuration for line : %s (company : %s)","الحساب مفقود في تكوين السطر : %s (الشركة : %s)",,
"Account missing on the tax line %s nor on fiscal position %s (company : %s)","الحساب مفقود في سطر الضريبة %s أو في الوضع المالي %s (الشركة : %s)",,
"Account missing on the tax line : %s (company : %s)","الحساب مفقود في سطر الضريبة : %s (الشركة : %s)",,
"Account move","تحرك الحساب",,
"Account move %s has a total debit different than total credit : %s <> %s","يحتوي نقل الحساب %s على إجمالي دين مختلف عن إجمالي الائتمان: %s <> %s",,
"Account moves","تحركات الحساب",,
"Account moves to validate","يتحرك الحساب للتحقق من صحته",,
"Account name","إسم الحساب",,
"Account of financial discount is missing for company: %s (tax: %s)","حساب الخصم المالي مفقود للشركة: %s (الضريبة: %s)",,
"Account of purchase fixed assets","حساب شراء الأصول الثابتة",,
"Account settings which will be used when generating accounting tax move lines depending on the VAT System accounting setting on the financial account and the partner VAT System in the accountingSituation by company.","إعدادات الحساب التي سيتم استخدامها عند إنشاء بنود نقل الضريبة المحاسبية اعتمادًا على إعداد محاسبة نظام ضريبة القيمة المضافة على الحساب المالي ونظام ضريبة القيمة المضافة الشريك في الوضع المحاسبي حسب الشركة.",,
"Account to replace","حساب للاستبدال",,
"Account to set","حساب لتعيين",,
"Account type","نوع الحساب",,
"Account types","أنواع الحسابات",,
"Account.settings","إعدادات الحساب",,
"AccountConfig.Customers","AccountConfig.Customers",,
"AccountConfig.Employees","AccountConfig.Employees",,
"AccountConfig.Suppliers","AccountConfig.Suppliers",,
"Accounted move","تحرك محسوب",,
