"key","message","comment","context"
"Backup File","ملف النسخ الاحتياطي",,
"Backup On","تشغيل النسخ الاحتياطي",,
"Backup Restore Error","خطأ في استعادة النسخة الاحتياطية",,
"Backup Restored","تمت استعادة النسخة الاحتياطية",,
"Bad header row:","صف رأس غير صالح:",,
"Bad import file","ملف استيراد سيء",,
"Balance","توازن",,
"Bank","بنك",,
"Bank Code","رمز البنك",,
"Bank Details","تفاصيل البنك",,
"Bank Details list","قائمة تفاصيل البنك",,
"Bank Identifier Code","رمز معرف البنك",,
"Bank Identifier Codes","رموز معرف البنك",,
"Bank Name","اسم البنك",,
"Bank accounts","الحسابات المصرفية",,
"Bank card","البطاقة المصرفية",,
"Bank cards","البطاقات المصرفية",,
"Bank detail filters","مرشحات تفاصيل البنك",,
"Bank details","تفاصيل البنك",,
"Bank details tree","شجرة تفاصيل البنك",,
"Bank payment config","تكوين الدفع البنكي",,
"Barcode","الباركود",,
"Barcode Type","نوع الباركود",,
"Barcode format not supported","تنسيق الباركود غير مدعوم",,
"Barcode type configuration","تكوين نوع الباركود",,
"Barcode type configurations","تكوينات نوع الباركود",,
"Base","قاعدة",,
"Base Batch","الدفعة الأساسية",,
"Base batch","الدفعة الأساسية",,
"Base batch filters","مرشحات الدفعة الأساسية",,
"Base batches","دفعات أساسية",,
"Based on","مرتكز على",,
"Basic overview","نظرة عامة أساسية",,
"Batch","حزمة",,
"Batch %s is now finished","انتهت الدفعة %s الآن",,
"Batch %s unknown","الدفعة %s غير معروفة",,
"Batch code","رمز الدفعة",,
"Batch execution is now finished","تم الآن الانتهاء من تنفيذ الدفعة",,
"Batch report:","تقرير الدفعة:",,
"Batch type","نوع الدفعة",,
"Batches","دفعات",,
"Batches dashboard","لوحة دفعات",,
"Batchs","دفعات",,
"Be aware that the address is already in use on other documents, do you still want to modify it ?","انتبه إلى أن العنوان قيد الاستخدام بالفعل في مستندات أخرى، هل مازلت تريد تعديله؟",,
"Bean is not an instance of","الفول ليس مثالا على ذلك",,
"BigDecimal","BigDecimal",,
"Bill of materials","فاتورة المواد",,
"Binding","ملزم",,
"Binding file","ملف ملزم",,
"Birt","تم النشر",,
"Birt Template","قالب بيرت",,
"Birt Template parameter","معلمة قالب بيرت",,
"Birt Template parameters","معلمات قالب بيرت",,
"Birt Templates","قوالب بيرت",,
"Birt printing wizard","معالج الطباعة بيرت",,
"Birt template","قالب بيرت",,
"Block until","منع حتى",,
"Blocked","محظور",,
"Blocking","الحظر",,
"Blocking Type","نوع الحظر",,
"Blocking done by","تم الحظر بواسطة",,
"Blocking follow-up List","حظر قائمة المتابعة",,
"Blocking reason","سبب المنع",,
"Blocking reasons","أسباب المنع",,
"Blockings","الحجب",,
"Boolean","منطقية",,
"Both currencies must be saved before currency rate apply","يجب حفظ كلتا العملتين قبل تطبيق سعر العملة",,
"Branch Identifier (Branch Code)","معرف الفرع (رمز الفرع)",,
"Building","مبنى",,
"Building number","رقم المبنى",,
"Business Party Prefix (Bank Code)","بادئة حفلة الأعمال (رمز البنك)",,
"Business Party Suffix (Location Code)","لاحقة حفلة العمل (رمز الموقع)",,
"Busy","مشغول",,
"Buy","يشتري",,
"Buy and produce","شراء وإنتاج",,
"By activating this option, then all related printed document will automatically be attached on dms","من خلال تفعيل هذا الخيار، سيتم تلقائيًا إرفاق جميع المستندات المطبوعة ذات الصلة على نظام الرسائل المباشرة",,
"By default, filename will be the name of the printing template. Activate this option to define the filename using a groovy template.","بشكل افتراضي، سيكون اسم الملف هو اسم قالب الطباعة. قم بتنشيط هذا الخيار لتحديد اسم الملف باستخدام قالب رائع.",,
"CALENDAR_SERVER","CALENDAR_SERVER",,
"CGP","CGP",,
"CHANDLER","تشاندلر",,
"CID","البحث الجنائي",,
"CODABAR","كودابار",,
"CODE_128","CODE_128",,
"CODE_39","CODE_39",,
"COG","COG",,
"CREATE","يخلق",,
"CRM config","تكوين إدارة علاقات العملاء",,
"CSV","CSV",,
"CSV Backup Fetch Limit","حد جلب النسخ الاحتياطي لملف CSV",,
"CSV File","ملف CSV",,
"Calculation method","طريقة الحساب",,
"Calendar","تقويم",,
"Calendar Configurations","تكوينات التقويم",,
"Calendar User","مستخدم التقويم",,
"Calendar Users","مستخدمي التقويم",,
"Calendar configuration","تكوين التقويم",,
"Calendar configuration not valid","تكوين التقويم غير صالح",,
"Calendar configurations","تكوينات التقويم",,
"Calendar permission","إذن التقويم",,
"Calendar permissions","أذونات التقويم",,
"Calendar synchronization","مزامنة التقويم",,
"Calendars","التقاويم",,
"Calendars Configuration","تكوين التقويمات",,
"Calendars are empty, there is no event to synchronize.","التقويمات فارغة، لا يوجد أي حدث لمزامنته.",,
"Calendars permissions","أذونات التقويمات",,
"Call","يتصل",,
"Calling code","رمز الاتصال",,
"Can not find object.","لا يمكن العثور على الكائن.",,
"Can't generate draft sequence number on an unsaved record.","لا يمكن إنشاء مسودة رقم تسلسلي في سجل غير محفوظ.",,
"Cancel Reason","إلغاء السبب",,
"Cancel Reasons","إلغاء الأسباب",,
"Cancel reason filters","إلغاء مرشحات السبب",,
"Canton","كانتون",,
"Canton Code","كود الكانتون",,
"Cantons","الكانتونات",,
"Canâ€™t convert into an individual partner from scratch.","لا يمكن التحول إلى شريك فردي من الصفر.",,
"Carrier","الناقل",,
"Cash","نقدي",,
"Catalog","كتالوج",,
"Categories tree","شجرة الفئات",,
"Categorization","التصنيف",,
"Category","فئة",,
"Cause","سبب",,
"Center","مركز",,
"Certificate","شهادة",,
"Change password","تغيير كلمة المرور",,
"Change password?","تغيير كلمة المرور؟",,
"Changing manually the end date of a sequence which reset yearly or monthly could break the sequence system.","قد يؤدي تغيير تاريخ انتهاء التسلسل يدويًا والذي يتم إعادة ضبطه سنويًا أو شهريًا إلى كسر نظام التسلسل.",,
"Chart","جدول",,
"Check","يفحص",,
"Check Duplicate","تحقق من التكرارات",,
"Check all error first","تحقق من كل الأخطاء أولاً",,
"Check duplicate","تحقق مكررة",,
"Check existing sequence on generation","التحقق من التسلسل الحالي عند الإنشاء",,
"Check faker method","تحقق من طريقة Faker",,
"Check log file in tabs configuration","تحقق من ملف السجل في تكوين علامات التبويب",,
"Check permissions' objects","التحقق من كائنات الأذونات",,
"Check that if files should be imported from a connector","تأكد من ضرورة استيراد الملفات من الموصل",,
"Check the MetaField","تحقق من حقل التعريف",,
"Check the MetaModel","تحقق من MetaModel",,
"Cheque","يفحص",,
"Choose","يختار",,
"Cities","المدن",,
"Citizenship","المواطنة",,
"City","مدينة",,
"City import completed","اكتمل استيراد المدينة",,
"City zip is different from address zip","يختلف الرمز البريدي للمدينة عن الرمز البريدي للعنوان",,
"Civil Year","السنة المدنية",,
"Civil year already exist for ${com.axelor.i18n.L10n.getInstance().format(fromDate)} and ${com.axelor.i18n.L10n.getInstance().format(toDate)}.","السنة المدنية موجودة بالفعل لـ ${com.axelor.i18n.L10n.getInstance().format(fromDate)} و${com.axelor.i18n.L10n.getInstance().format(toDate)}.",,
"Civility","الكياسة",,
"Class","فصل",,
"Class name","اسم الفئة",,
"Classes and products","الطبقات والمنتجات",,
"Classic products","المنتجات الكلاسيكية",,
"Classification","تصنيف",,
"Classification param 1","معلمة التصنيف 1",,
"Classification param 2","معلمة التصنيف 2",,
"Classification param 3","معلمة التصنيف 3",,
"Classification param 4","معلمة التصنيف 4",,
"Classification rule 1","قواعد التصنيف 1",,
"Classification rule 2","قواعد التصنيف 2",,
"Classification rule 3","قاعدة التصنيف 3",,
"Classification rule 4","قواعد التصنيف 4",,
"Classification rule used: %s","قاعدة التصنيف المستخدمة: %s",,
"Clean logs manually","تنظيف السجلات يدويا",,
"Clear selection","مسح التحديد",,
"Client","عميل",,
"Client ID","معرف العميل",,
"Client portal access","الوصول إلى بوابة العميل",,
"Client situation template","قالب حالة العميل",,
"ClientSituation.12MonthTurnover","حالة العميل. دوران 12 شهرًا",,
"ClientSituation.address","ClientSituation.address",,
"ClientSituation.avgOrderAmt","ClientSituation.avgOrderAmt",,
"ClientSituation.commercialData","حالة العميل. البيانات التجارية",,
"ClientSituation.contact","ClientSituation.contact",,
"ClientSituation.contacts","ClientSituation.contacts",,
"ClientSituation.custRef","ClientSituation.custRef",,
"ClientSituation.date","ClientSituation.date",,
"ClientSituation.deliveryStockMoves","ClientSituation.deliveryStockMoves",,
"ClientSituation.dueBalance","حالة العميل. الرصيد المستحق",,
"ClientSituation.dueDate","حالة العميل.تاريخ الاستحقاق",,
"ClientSituation.dueDateTerm","ClientSituation.dueDateTerm",,
"ClientSituation.email","ClientSituation.email",,
"ClientSituation.financialData","ClientSituation.financialData",,
"ClientSituation.fixedPhone","ClientSituation.fixedPhone",,
"ClientSituation.followedBy","ClientSituation.followedBy",,
"ClientSituation.function","ClientSituation.function",,
"ClientSituation.invoices","ClientSituation.invoices",,
"ClientSituation.lastCall","ClientSituation.lastCall",,
"ClientSituation.lastMeetingDate","ClientSituation.lastMeetingDate",,
"ClientSituation.lastOrder","ClientSituation.lastOrder",,
"ClientSituation.mobile","ClientSituation.mobile",,
"ClientSituation.name","ClientSituation.name",,
"ClientSituation.nextMeetingDate","حالة العميل.تاريخ الاجتماع القادم",,
"ClientSituation.nextOutgoingCall","حالة العميل. المكالمة الصادرة التالية",,
"ClientSituation.num","ClientSituation.num",,
"ClientSituation.orderFreq","ClientSituation.orderFreq",,
"ClientSituation.orders","ClientSituation.orders",,
"ClientSituation.phone","ClientSituation.phone",,
"ClientSituation.realDate","ClientSituation.realDate",,
"ClientSituation.recoverableBalance","حالة العميل. الرصيد القابل للاسترداد",,
"ClientSituation.refDoc","ClientSituation.refDoc",,
"ClientSituation.reference","ClientSituation.reference",,
"ClientSituation.saleOrder","حالة العميل.أمر المبيعات",,
"ClientSituation.seq","ClientSituation.seq",,
"ClientSituation.status","ClientSituation.status",,
"ClientSituation.statusSM","ClientSituation.statusSM",,
"ClientSituation.team","ClientSituation.team",,
"ClientSituation.termN","حالة العميل",,
"ClientSituation.title","ClientSituation.title",,
"ClientSituation.toAddressStr","ClientSituation.toAddressStr",,
"ClientSituation.toInvoice","ClientSituation.toInvoice",,
"ClientSituation.toPay","ClientSituation.toPay",,
"ClientSituation.totalATI","Clientsituation.totals",,
"ClientSituation.totalAtiTerm","ClientSituation.totalAtiTerm",,
"ClientSituation.totalBalance","ClientSituation.totalBalance",,
"ClientSituation.totalHT","حالة العميل.totalT",,
"ClientSituation.totalTax","ClientSituation.totalTax",,
"ClientSituation.tradingName","حالة العميل. اسم التداول",,
"ClientSituation.website","ClientSituation.website",,
"ClientSituation.with","ClientSituation.with",,
"Close period","فترة إغلاق",,
"Closed","مغلق",,
"Closing a period brings irrevocable integration of a move in Moves book","يؤدي إغلاق الفترة إلى تكامل لا رجعة فيه للحركة في كتاب التحركات",,
"Closure in progress","الإغلاق قيد التقدم",,
"Code","شفرة",,
"Code length should be greater than 2.","يجب أن يكون طول الرمز أكبر من 2.",,
"Coeff","معامل",,
"Coeff.","معامل.",,
"Coefficient for bonus","معامل المكافأة",,
"Coefficient for leave","معامل الإجازة",,
"Color","لون",,
"Color code (hex)","رمز اللون (ست عشري)",,
"Column title","عنوان العمود",,
"Comment to display on delivery","تعليق للعرض عند التسليم",,
"Comment to display on invoice","التعليق لعرضه على الفاتورة",,
"Comment to display on picking order","التعليق للعرض على اختيار النظام",,
"Comment to display on proforma","تعليق لعرضه على النموذج",,
"Comment to display on purchase order","تعليق لعرضه على أمر الشراء",,
"Comment to display on sale order","تعليق لعرضه على أمر البيع",,
"Comments","تعليقات",,
"Companies","شركات",,
"Companies associated to","الشركات المرتبطة بها",,
"Company","شركة",,
"Company Footer","تذييل الشركة",,
"Company Footer Height(in cm)","ارتفاع تذييل الشركة (سم)",,
"Company Header","رأس الشركة",,
"Company Header Height(in cm)","ارتفاع رأس الشركة (سم)",,
"Company Logo Width","عرض شعار الشركة",,
"Company Logo position","موقف شعار الشركة",,
"Company PhoneBook","دليل هاتف الشركة",,
"Company currency","عملة الشركة",,
"Company department","قسم الشركة",,
"Company department filters","مرشحات قسم الشركة",,
"Company departments","أقسام الشركة",,
"Company filters","مرشحات الشركة",,
"Company phone book template","نموذج دفتر هاتف الشركة",,
"Company phoneBook","دليل هاتف الشركة",,
"Company tree","شجرة الشركة",,
"Company-specific information","معلومات خاصة بالشركة",,
"Company-specific product fields","مجالات المنتجات الخاصة بالشركة",,
"Company.bankDetails","تفاصيل الشركة والبنك",,
"Complement","إطراء",,
"Complete","مكتمل",,
"Completed","مكتمل",,
"Component","عنصر",,
"Compute Discount Separately","حساب الخصم بشكل منفصل",,
"Compute Method for Discounts","طريقة حساب الخصومات",,
"Concatenation of city name and zip code","تسلسل اسم المدينة والرمز البريدي",,
"Concerned model","النموذج المعني",,
"Concerned models","النماذج المعنية",,
"Condition","حالة",,
"ConditionParams","ConditionParams",,
"Conditions","شروط",,
"Config doesn't exist in the file. Please uncheck 'Config included in file'","التكوين غير موجود في الملف. الرجاء إلغاء تحديد ""التكوين المضمن في الملف""",,
"Config exist in the file. Please check 'Config included in file'","التكوين موجود في الملف يرجى التحقق من ""التكوين المضمن في الملف""",,
"Config included in file","التكوين المدرجة في الملف",,
"Configuration","إعدادات",,
"Configuration error: the product category %s is among its descendants.","خطأ في التكوين: فئة المنتج %s هي من بين ذراريها.",,
