"key","message","comment","context"
"ForecastLineType.in","ForecastLineType.in",,
"ForecastLineType.out","ForecastLineType.out",,
"ForecastOpportunitiesType.base","ForecastOpportunitiesType.base",,
"ForecastOpportunitiesType.best","ForecastOpportunitiesType.best",,
"ForecastOpportunitiesType.no","ForecastOpportunitiesType.no",,
"ForecastOpportunitiesType.worst","ForecastOpportunitiesType.worst",,
"ForecastRecap.bankDetailsIban","توقعات Recap.bank تفاصيل ايبان",,
"ForecastRecap.calculationDate","ForecastRecap.calculationDate",,
"ForecastRecap.company","ForecastRecap.company",,
"ForecastRecap.currency","ForecastRecap.currency",,
"ForecastRecap.endingBalance","ForecastRecap.endingBalance",,
"ForecastRecap.fromDate","ForecastRecap.fromDate",,
"ForecastRecap.operationDetails","ملخص التوقعات. تفاصيل العملية",,
"ForecastRecap.opportunitiesTypeSelect","ForecastRecap.opportunitiesTypeSelect",,
"ForecastRecap.startingBalance","ForecastRecap.startingBalance",,
"ForecastRecap.title","ForecastRecap.title",,
"ForecastRecap.toDate","ملخص التوقعات اليوم",,
"ForecastRecapLine.balance","ForecastRecapLine.balance",,
"ForecastRecapLine.relatedToSelect","ForecastRecapLine.dependentToSelect",,
"Forecasts","التوقعات",,
"Forecasts generated","ولدت التوقعات",,
"Forecasts in out total","التوقعات في المجموع",,
"From","من",,
"From Date","من التاريخ",,
"Functional origin","أصل وظيفي",,
"Generate","يولد",,
"IBAN / BBAN","رقم الحساب المصرفي الدولي / BBAN",,
"Invalid dates","تواريخ غير صالحة",,
"Invoice","فاتورة",,
"Is complete","كامل",,
"Journals to take into account","مجلات يجب أخذها بعين الاعتبار",,
"Line","خط",,
"Lines","خطوط",,
"Manual Forecast","توقعات يدوية",,
"Manual forecasts","التنبؤات اليدوية",,
"Marges","هوامش",,
"Month","شهر",,
"Move","يتحرك",,
"Name","اسم",,
"No","لا",,
"No move type found for element : %s","لم يتم العثور على نوع نقل للعنصر : %s",,
"Operation type","نوع العملية",,
"Opportunity","فرصة",,
"Pay Day","يوم الدفع",,
"Payment mode","وضع الدفع",,
"Periodicity","الدورية",,
"Please fill periodicity.","يرجى ملء دورية.",,
"Please select a company","الرجاء اختيار الشركة",,
"Populate","ملء",,
"Previsional Marges","توقعات مارج",,
"Previsional Sales","توقعات المبيعات",,
"Previsional Spending","الإنفاق المسبق",,
"Purchase order","أمر شراء",,
"Realization date","تاريخ التنفيذ",,
"Reason","سبب",,
"Reference","مرجع",,
"Related to select","ذات صلة ب الاختيار",,
"Salary","مرتب",,
"Sale order","أمر البيع",,
"Sales","مبيعات",,
"Salesperson","مندوب مبيعات",,
"Seq.","تسلسل.",,
"Sequence","تسلسل",,
"Spending","الإنفاق",,
"Starting Balance","رصيد البداية",,
"Starting date should not be in the past","يجب ألا يكون تاريخ البدء في الماضي",,
"Statuses to take into account","الحالات التي يجب مراعاتها",,
"Take into account opportunies","تأخذ في الاعتبار الفرص",,
"The company %s doesn't have any configured sequence for ForcastRecap","ليس لدى الشركة %s أي تسلسل مكون لـ ForcastRecap",,
"The company %s doesn't have any configured sequence for Forecast","ليس لدى الشركة %s أي تسلسل تم تكوينه للتنبؤ",,
"To","ل",,
"To Date","حتى الآن",,
"Type","يكتب",,
"Update","تحديث",,
"Use for report","استخدم للتقرير",,
"User","مستخدم",,
"Value %s is not supported for forecast recap line type.","القيمة %s غير مدعومة لنوع سطر ملخص التنبؤ.",,
"Week","أسبوع",,
"Worst","أسوأ",,
"value:Cash management","القيمة: إدارة النقد",,
