"key","message","comment","context"
"Department of birth","قسم الميلاد",,
"Dependent children","الأطفال المعالين",,
"Description","الوصف",,
"Details","التفاصيل",,
"Display activity column in printing","عرض عمود النشاط في الطباعة",,
"Display planned time","عرض الوقت المخطط",,
"Display task column in printing","عرض عمود المهمة في الطباعة",,
"Display time unit","عرض وحدة الوقت",,
"Display timesheet line number","عرض رقم سطر جدول العمل",,
"Distance travelled","المسافة المقطوعة",,
"Distribution date","تاريخ التوزيع",,
"Draft","مسودة",,
"Duration","المدة",,
"Duration (hours)","المدة (ساعات)",,
"Duration adjust for customer","تعديل المدة للعميل",,
"Duration equals 0","تساوي المدة 0",,
"Duration(hours by day)","المدة (ساعات في اليوم)",,
"Duration(in day per day)","المدة (في اليوم)",,
"Duration(minutes by day)","المدة (دقائق في اليوم)",,
"E-MAIL","البريد الإلكتروني",,
"ETAB","ETAB",,
"ETRANGER","ETRANGER",,
"Early termination","إنهاء مبكر",,
"Edit Expense Selected","تحرير المصروفات المحددة",,
"Edit Leave Request Selected","تحرير طلب الإجازة المحدد",,
"Edit Start&Stop Timer On Stop","تحرير بدء وإيقاف المؤقت عند الإيقاف",,
"Edit Timesheet Selected","تحرير جدول العمل المحدد",,
"Edit extra hours selected","تحرير الساعات الإضافية المحددة",,
"Editing timer on stop need to be enabled to set a duration.","يجب تفعيل تحرير المؤقت عند الإيقاف لتعيين مدة.",,
"Editor","المحرر",,
"Electronic card","بطاقة إلكترونية",,
"Email reminder for timesheet filling batch","تذكير عبر البريد الإلكتروني لملء دفعة جدول العمل",,
"Email reminder for timesheets","تذكير عبر البريد الإلكتروني لجداول العمل",,
"Email sent date","تاريخ إرسال البريد الإلكتروني",,
"Email sent to %s","تم إرسال البريد الإلكتروني إلى %s",,
"Emails","البريد الإلكتروني",,
"Emergency contact","جهة الاتصال في حالة الطوارئ",,
"Emergency contact relationship","علاقة جهة الاتصال في حالة الطوارئ",,
"Employee","موظف",,
"Employee %s is not allowed to take leave in advance.","لا يُسمح للموظف %s بأخذ إجازة مسبقًا.",,
"Employee PhoneBook","دليل هاتف الموظف",,
"Employee advance","سلفة الموظف",,
"Employee advance list","قائمة سلف الموظف",,
"Employee advance usage","استخدام سلف الموظف",,
"Employee advances","سلف الموظف",,
"Employee annual report template","قالب التقرير السنوي للموظف",,
"Employee bonus","مكافأة الموظف",,
"Employee bonus amount","مبلغ مكافأة الموظف",,
"Employee bonus management","إدارة مكافآت الموظف",,
"Employee bonus management filters","مرشحات إدارة مكافآت الموظف",,
"Employee bonus mgt","إدارة مكافآت الموظف",,
"Employee bonus type","نوع مكافأة الموظف",,
"Employee bonuses","مكافآت الموظف",,
"Employee code","رمز الموظف",,
"Employee dashboard","لوحة معلومات الموظف",,
"Employee filters","مرشحات الموظف",,
"Employee firstname","الاسم الأول للموظف",,
"Employee information","معلومات الموظف",,
"Employee lastname","اسم العائلة للموظف",,
"Employee phone book template","قالب دليل هاتف الموظف",,
"Employee planning","تخطيط الموظف",,
"Employee status","حالة الموظف",,
"Employee to be reminded","موظف يجب تذكيره",,
"Employee vehicle list","قائمة مركبات الموظف",,
"Employee's other costs","تكاليف الموظف الأخرى",,
"Employee.annualReportOf","تقرير الموظف السنوي",,
"Employee.company","شركة الموظف",,
"Employee.contract","عقد الموظف",,
"Employee.contractType","نوع عقد الموظف",,
"Employee.country","بلد الموظف",,
"Employee.dailyCost","التكلفة اليومية للموظف",,
"Employee.dailyWork","عمل الموظف اليومي",,
"Employee.department","قسم الموظف",,
"Employee.departureDate","تاريخ مغادرة الموظف",,
"Employee.dob","تاريخ ميلاد الموظف",,
"Employee.emergencyContact","جهة الاتصال في حالة الطوارئ للموظف",,
"Employee.emergencyNumber","رقم الطوارئ للموظف",,
"Employee.endDate","تاريخ انتهاء الموظف",,
"Employee.entryDate","تاريخ دخول الموظف",,
"Employee.martialStatus","حالة الموظف الاجتماعية",,
"Employee.personalInformations","معلومات شخصية للموظف",,
"Employee.phoneAtCustomer","هاتف الموظف عند العميل",,
"Employee.position","منصب الموظف",,
"Employee.positionList","قائمة مناصب الموظف",,
"Employee.resume","سيرة ذاتية للموظف",,
"Employee.startDate","تاريخ بدء الموظف",,
"Employee.weeklyWork","عمل الموظف الأسبوعي",,
"EmployeeTimesheet.fromDate","من تاريخ جدول عمل الموظف",,
"EmployeeTimesheet.toDate","إلى تاريخ جدول عمل الموظف",,
"EmployeeTimesheet.user","مستخدم جدول عمل الموظف",,
"EmployeeTimesheet.weekTotal","إجمالي أسبوع جدول عمل الموظف",,
"Employees","الموظفون",,
"Employees Management","إدارة الموظفين",,
"Employees computed: %d","تم حساب الموظفين: %d",,
"Employees failed to be computed due to anomaly: %d","فشل حساب الموظفين بسبب الشذوذ: %d",,
"Employees management","إدارة الموظفين",,
"Employees' leaves attempted to be computed : %s","تمت محاولة حساب إجازات الموظفين: %s",,
"Employees' leaves failed to be computed due to configuration anomaly : %s","فشلت إجازات الموظفين في الحساب بسبب شذوذ التكوين: %s",,
"Employees' leaves failed to be computed due to missing data : %s","فشلت إجازات الموظفين في الحساب بسبب البيانات المفقودة: %s",,
"Employees' leaves successfully computed : %s","تم حساب إجازات الموظفين بنجاح: %s",,
"Employees' other costs","تكاليف الموظفين الأخرى",,
"Employment","التوظيف",,
"Employment Contract Templates","قوالب عقود العمل",,
"Employment Contracts","عقود العمل",,
"Employment contract","عقد العمل",,
"Employment contract export batch","دفعة تصدير عقود العمل",,
"Employment contract template","قالب عقد العمل",,
"Employment contract templates","قوالب عقود العمل",,
"Employment contract type","نوع عقد العمل",,
"Employment contract types","أنواع عقود العمل",,
"Employment contracts","عقود العمل",,
"Employment contracts exported : %s","تم تصدير عقود العمل: %s",,
"Employment contracts/Contract amendments","عقود العمل/تعديلات العقود",,
"Employment.name","اسم التوظيف",,
"EmploymentAmendmentType.companies","شركات نوع تعديل التوظيف",,
"EmploymentAmendmentType.endDate","تاريخ انتهاء نوع تعديل التوظيف",,
"EmploymentAmendmentType.name","اسم نوع تعديل التوظيف",,
"EmploymentContractSubType.description","وصف نوع عقد العمل الفرعي",,
"EmploymentContractType.description","وصف نوع عقد العمل",,
"EmploymentContractType.name","اسم نوع عقد العمل",,
"Employments","التوظيفات",,
"Enable DPAE","تفعيل DPAE",,
"Enable MyHR","تفعيل MyHR",,
"Enable activity","تفعيل النشاط",,
"Enable event creation","تفعيل إنشاء الأحداث",,
"Enable expense declaration","تفعيل إعلان المصروفات",,
"Enable multiple timer","تفعيل مؤقتات متعددة",,
"Enable payroll preparation export","تفعيل تصدير إعدادات الرواتب",,
"End Date","تاريخ الانتهاء",,
"End On","انتهى في",,
"End date","تاريخ الانتهاء",,
"End date of hire","تاريخ انتهاء التوظيف",,
"End date time","تاريخ ووقت الانتهاء",,
"End of contract","نهاية العقد",,
"End of contract reason","سبب انتهاء العقد",,
"End of contract reasons","أسباب انتهاء العقد",,
"End of month","نهاية الشهر",,
"End of the week","نهاية الأسبوع",,
"Establishment of the employer","تأسيس صاحب العمل",,
"Event","حدث",,
"Event subject groovy formula","موضوع الحدث صيغة groovy",,
"Exceptional leave","إجازة استثنائية",,
"Exclude timesheet editor","استبعاد محرر جدول العمل",,
"Executive","تنفيذي",,
"Executive Status","حالة التنفيذي",,
"Executive status","حالة التنفيذي",,
"Expense","مصروف",,
"Expense Journal","دفتر مصروفات",,
"Expense Notification Mail","بريد إشعار المصروفات",,
"Expense N°","رقم المصروفات",,
"Expense Per Employee","المصروفات لكل موظف",,
"Expense Sequence","تسلسل المصروفات",,
"Expense Templates","قوالب المصروفات",,
"Expense Type","نوع المصروفات",,
"Expense date","تاريخ المصروفات",,
"Expense declaration","إعلان المصروفات",,
"Expense filters","مرشحات المصروفات",,
"Expense limit","حد المصروفات",,
"Expense limit list","قائمة حدود المصروفات",,
"Expense limits","حدود المصروفات",,
"Expense line","سطر المصروفات",,
"Expense line has been set as to be billed but billing expenses is disabled on this project.","تم تعيين سطر المصروفات ليتم فوترته ولكن تم تعطيل فواتير المصروفات في هذا المشروع.",,
"Expense line successfully updated.","تم تحديث سطر المصروفات بنجاح.",,
"Expense lines","أسطر المصروفات",,
"Expense lines to merge","أسطر المصروفات للدمج",,
"Expense paid with company's credit card","المصروف المدفوع ببطاقة ائتمان الشركة",,
"Expense payment","دفع المصروفات",,
"Expense report template","قالب تقرير المصروفات",,
"Expense successfully updated.","تم تحديث المصروفات بنجاح.",,
"Expense tax account","حساب ضريبة المصروفات",,
"Expense type","نوع المصروفات",,
"Expense types","أنواع المصروفات",,
"Expense.advanceAmount","مبلغ السلفة للمصروفات",,
"Expense.comments","تعليقات المصروفات",,
"Expense.companyCbSelect","اختيار الشركة للمصروفات",,
"Expense.currency","عملة المصروفات",,
"Expense.employeeName","اسم الموظف للمصروفات",,
"Expense.employeeSignature","توقيع الموظف للمصروفات",,
"Expense.employerSignature","توقيع صاحب العمل للمصروفات",,
"Expense.expenseDate","تاريخ المصروفات",,
"Expense.expenseOf","مصروفات",,
"Expense.period","فترة المصروفات",,
"Expense.personalExpenseAmount","مبلغ المصروفات الشخصية",,
"Expense.total","الإجمالي",,
"Expense.totalA.T.I","الإجمالي A.T.I",,
"Expense.totalAmount","إجمالي المصروفات",,
"Expense.totalToRefund","الإجمالي المسترد",,
"Expense.withdrawnCash","النقد المسحوب",,
"ExpenseLine.amount","مبلغ سطر المصروفات",,
"ExpenseLine.cityFrom","مدينة الانطلاق",,
"ExpenseLine.cityTo","مدينة الوصول",,
"ExpenseLine.client","العميل",,
"ExpenseLine.distance","المسافة",,
"ExpenseLine.expenseDate","تاريخ المصروفات",,
"ExpenseLine.expenseType","نوع المصروفات",,
"ExpenseLine.kilometricAllowParam","معامل السماح الكيلومتري",,
"ExpenseLine.kilometricExpenseType","نوع المصروفات الكيلومترية",,
"ExpenseLine.no","لا",,
"ExpenseLine.project","المشروع",,
"ExpenseLine.toInvoice","للفوترة",,
"ExpenseLine.totalTax","إجمالي الضريبة",,
"ExpenseLine.untaxedAmount","المبلغ غير الخاضع للضريبة",,
"ExpenseLine.yes","نعم",,
"Expenses","المصروفات",,
"Expenses amount to pay","مبلغ المصروفات للدفع",,
"Expenses declaration","إعلان المصروفات",,
"Expenses to Validate","المصروفات للتحقق",,
"Expenses to Ventilate","المصروفات للتهوية",,
"Expenses to be Validated by your subordinates","المصروفات التي يجب التحقق منها من قبل مرؤوسيك",,
"Experience duration","مدة الخبرة",,
"Export","تصدير",,
"Export CSV","تصدير CSV",,
"Export all leave requests","تصدير جميع طلبات الإجازة",,
"Export code","تصدير الرمز",,
"Export code for duration","تصدير الرمز للمدة",,
"Export code for extra hour management","تصدير الرمز لإدارة الساعات الإضافية",,
"Export code for lunch voucher management","تصدير الرمز لإدارة قسائم الغداء",,
"Export codes","تصدير الرموز",,
"Export date","تاريخ التصدير",,
"Export des salariés","تصدير الموظفين",,
"Export employment contract","تصدير عقد العمل",,
"Export file","تصدير الملف",,
"Export for payroll preparation","تصدير لإعداد الرواتب",,
"Export payroll preparation","تصدير إعداد الرواتب",,
"Export type","نوع التصدير",,
"Exported","تم تصديره",,
"Exports","التصدير",,
"Extension Amendment","تعديل التمديد",,
"Extension and Miscellaneous Amendment","تعديل التمديد والتعديلات المتنوعة",,
"External","خارجي",,
"Extra Hours","ساعات إضافية",,
"Extra Hours Notification Mail","بريد إشعار الساعات الإضافية",,
"Extra Hours Templates","قوالب الساعات الإضافية",,
"Extra hours","ساعات إضافية",,
"Extra hours filters","مرشحات الساعات الإضافية",,
"Extra hours to Validate","الساعات الإضافية للتحقق",,
"Extra hours to be Validated by your subordinates","الساعات الإضافية التي يجب التحقق منها من قبل مرؤوسيك",,
"Extra hours to validate","الساعات الإضافية للتحقق",,
"Extra hours type","نوع الساعات الإضافية",,
"Extra hours' number","عدد الساعات الإضافية",,
"ExtraHours","ساعات إضافية",,
"F","F",,
"Fetch limit","حد الاسترجاع",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","حد الاسترجاع لهذه الدفعة. 0 لن يؤخذ في الاعتبار. في هذه الحالة، سيتم استخدام القيمة المكونة في التطبيق الأساسي.",,
"File","ملف",,
"File types","أنواع الملفات",,
"Files","ملفات",,
"Finish","إنهاء",,
"Finished","تم الانتهاء",,
"First day of leave period","أول يوم من فترة الإجازة",,
"First month of leave period","أول شهر من فترة الإجازة",,
"First name","الاسم الأول",,
"Fiscal periods","الفترات المالية",,
"Fiscal year","السنة المالية",,
"Follow-up","متابعة",,
"For foreign-born employees, please enter the code 99","بالنسبة للموظفين المولودين في الخارج، يرجى إدخال الرمز 99",,
"Former employee","موظف سابق",,
"Former employees","موظفون سابقون",,
"Formula","صيغة",,
"Formula variables configuration","تكوين متغيرات الصيغة",,
"Friday","الجمعة",,
"From","من",,
"From Date","من التاريخ",,
"From date","من التاريخ",,
"From date can't be empty","لا يمكن أن يكون التاريخ فارغًا",,
"From generation date","من تاريخ التوليد",,
"Full name","الاسم الكامل",,
"Fullscreen Editor","محرر ملء الشاشة",,
"General","عام",,
"General Expense","مصروف عام",,
"General Expenses","مصروفات عامة",,
"General expense lines","أسطر المصروفات العامة",,
"General expenses","مصروفات عامة",,
"Generate Lines From Expected Planning","إنشاء أسطر من التخطيط المتوقع",,
"Generate Lines automatically","إنشاء الأسطر تلقائيًا",,
"Generate human resource configurations","إنشاء تكوينات الموارد البشرية",,
"Generate lines","إنشاء الأسطر",,
"Generate new DPAE","إنشاء DPAE جديدة",,
"Generate payroll prepa.","إنشاء إعدادات الرواتب.",,
"Generate periods","إنشاء الفترات",,
"Given","معطى",,
"Given lunch vouchers on the period","قسائم الغداء المعطاة خلال الفترة",,
"Given project task and activity are not related.","المهمة والنشاط المعطاة ليست ذات صلة.",,
"Given project task and project are not related.","المهمة المعطاة والمشروع ليست ذات صلة.",,
"Given to Employee","مقدم للموظف",,
"Google Maps error: %s","خطأ في خرائط Google: %s",,
"Ground For Refusal","سبب الرفض",,
"Ground for refusal","سبب الرفض",,
"HR","الموارد البشرية",,
"HR Batch","دفعة الموارد البشرية",,
"HR batch filters","مرشحات دفعة الموارد البشرية",,
"HR batches","دفعات الموارد البشرية",,
"HR config","تكوين الموارد البشرية",,
"HR information","معلومات الموارد البشرية",,
"HR manager","مدير الموارد البشرية",,
"Hardship allowance","بدل الصعوبة",,
"Health mutual","الصحة المتبادلة",,
"Health mutual rejection reason","سبب رفض الصحة المتبادلة",,
"Health mutual rejection reasons","أسباب رفض الصحة المتبادلة",,
"Health service","خدمة الصحة",,
"Health service address","عنوان خدمة الصحة",,
"Here is the list of the warnings and errors","إليك قائمة التحذيرات والأخطاء",,
"Historic colleague Expenses","مصروفات الزملاء التاريخية",,
"Historic colleague Timesheets","جداول عمل الزملاء التاريخية",,
"Historic colleague extra hours","ساعات إضافية تاريخية للزملاء",,
"Historic extra hours","ساعات إضافية تاريخية",,
"Historic team Expenses","مصروفات الفريق التاريخية",,
"Historic team leave requests","طلبات إجازة الفريق التاريخية",,
"Holiday","عطلة",,
"Hour","ساعة",,
"Hourly complement","مكمل ساعي",,
"Hourly gross salary","الراتب الإجمالي بالساعة",,
"Hourly rate","معدل الساعة",,
"Hours","ساعات",,
"Hours distribution","توزيع الساعات",,
