"key","message","comment","context"
"BankStatement.totalOfOperations","كشف حساب البنك.إجمالي العمليات",,
"BankStatement.unavailable","كشف حساب البنك.غير متاح",,
"BankStatement.valueDate","كشف حساب البنك. تاريخ القيمة",,
"BankStatement.yes","كشف حساب البنك.نعم",,
"Batch","حزمة",,
"Batch step","خطوة دفعة",,
"Bill of exchange bank orders sequences","تسلسل أوامر البنك الخاصة بالكمبيالات",,
"Bill of exchange data type","نوع بيانات فاتورة الصرف",,
"Bill of exchange generation","توليد فاتورة الصرف",,
"Bill of exchange receivable account","حساب الكمبيالة المستحقة القبض",,
"Bill of exchanges","فاتورة التبادلات",,
"Binding file","ملف ملزم",,
"By filling in this field, the selected tax will be applied to the move lines for which the tax is mandatory instead of the one filled in the configuration of the account","من خلال ملء هذا الحقل، سيتم تطبيق الضريبة المحددة على خطوط النقل التي تكون الضريبة إلزامية لها بدلاً من تلك التي تم ملؤها في تكوين الحساب",,
"C1 - Convention type","C1 - نوع الاتفاقية",,
"C1 - Receiver address: Number and name lane","C1 - عنوان جهاز الاستقبال: رقم واسم المسار",,
"C1 - Sequence","C1 - التسلسل",,
"C1-2 - Receiver reference","C1-2 - مرجع جهاز الاستقبال",,
"C2 - Company name","ج2 - اسم الشركة",,
"C2 - Deposit date","C2 - تاريخ الإيداع",,
"C2 - Receiver address: City","C2 - عنوان المتلقي: المدينة",,
"C2 - Receiver company name","C2 - اسم شركة المتلقي",,
"C2 - Receiver name","C2 - اسم المتلقي",,
"C2 - Sender company name","C2 - اسم الشركة المرسلة",,
"C3 - Receiver address: ZIP code","C3 - عنوان المتلقي: الرمز البريدي",,
"C3 - Sender company name","C3 - اسم الشركة المرسلة",,
"Can't load while another reconciliation is open","لا يمكن التحميل أثناء فتح تسوية أخرى",,
"Cancel","يلغي",,
"Cancel bill of exchange","إلغاء الكمبيالة",,
"Canceled","تم الإلغاء",,
"Cancellation of Bill of Exchange for invoice %s","إلغاء الكمبيالة للفاتورة %s",,
"Carried out","نفذت",,
"Carry out","تنفيذ",,
"Cash account","حساب نقدي",,
"Cash out after expiration of unpaid bill's return period","صرف النقود بعد انتهاء فترة إرجاع الفاتورة غير المدفوعة",,
"Cheque","يفحص",,
"Code","شفرة",,
"Collection and credit lump sum after maturity","تحصيل وائتمان المبلغ المقطوع بعد الاستحقاق",,
"Comment","تعليق",,
"Commission exemption index","مؤشر الإعفاء من العمولة",,
"Company","شركة",,
"Company bank details is missing in batch.","التفاصيل المصرفية للشركة مفقودة دفعة واحدة.",,
"Company currency","عملة الشركة",,
"Company currency amount","مبلغ عملة الشركة",,
"Company is missing.","الشركة مفقودة.",,
"Compute balances","حساب الأرصدة",,
"Computed Balance","الرصيد المحسوب",,
"Computed balance in accounting and Ending Balance of the statement should be equal to validate the Statement","يجب أن يكون الرصيد المحسوب في المحاسبة والرصيد الختامي للبيان مساوياً للتحقق من صحة البيان",,
"Confidence index","مؤشر الثقة",,
"Config. per country","التكوين. لكل بلد",,
"Confirm","يتأكد",,
"Confirm auto. the bank orders","تأكيد تلقائي. أوامر البنك",,
"Confirmed","مؤكد",,
"Consolidate bank order lines per partner","توحيد خطوط الطلب البنكي لكل شريك",,
"Correct","صحيح",,
"Corrected","تصحيح",,
"Corrected date time","تصحيح التاريخ والوقت",,
"Corrected user","المستخدم المصحح",,
"Correction","تصحيح",,
"Counter","عداد",,
"Counterpart account","حساب النظير",,
"Country","دولة",,
"Credit","ائتمان",,
"Credit Transfers","تحويلات الائتمان",,
"Credit transfer bank orders sequences","تسلسل أوامر البنك لتحويل الائتمان",,
"CreditTransferPartnerReimbursement (batch)","تعويض شركاء تحويل الائتمان (دفعة)",,
"Currency","عملة",,
"Currency in company bank details is missing.","العملة في التفاصيل المصرفية للشركة مفقودة.",,
"Current bank statement doesn't contain a final line","كشف الحساب البنكي الحالي لا يحتوي على سطر نهائي",,
"Current bank statement doesn't contain an initial line","كشف الحساب البنكي الحالي لا يحتوي على سطر أولي",,
"Current bank statement's initial balance does not match previous bank statement's final balance","لا يتطابق الرصيد الأولي لكشف الحساب البنكي الحالي مع الرصيد النهائي لكشف الحساب البنكي السابق",,
"Customer","عميل",,
"Customer invoices","فواتير العملاء",,
"D1 - Bank address","D1 - عنوان البنك",,
"D1 - Bank domiciliation","D1 - توطين البنك",,
"D1 - Sender bank address","D1 - عنوان البنك المرسل",,
"D1-1 - Bank order sequence","D1-1 - تسلسل أمر البنك",,
"D2-1 - Acceptation","د2-1-القبول",,
"D2-1 - Entry code","D2-1 - رمز الإدخال",,
"D2-2 - Daily code","D2-2 - الكود اليومي",,
"D2-3 - Currency code","D2-3 - رمز العملة",,
"D3 - Receiver bank code","D3 - رمز البنك المتلقي",,
"D3 - Sender bank code","D3 - رمز البنك المرسل",,
"D3 - Sort code","D3 - رمز الترتيب",,
"D4 - Account number","D4 - رقم الحساب",,
"D4 - Receiver bank sort code","D4 - رمز فرز البنك المتلقي",,
"D4 - Sender bank sort code","D4 - رمز فرز البنك المرسل",,
"D5 - Receiver bank account number","D5 - رقم الحساب البنكي للمستلم",,
"D5 - Sender bank account number","D5 - رقم الحساب البنكي للمرسل",,
"Dailly code","الكود اليومي",,
"Date","تاريخ",,
"Debit","دَين",,
"Decrypt and download file","فك تشفير وتحميل الملف",,
"Decrypt file","فك تشفير الملف",,
"Decrypt file password","فك تشفير كلمة مرور الملف",,
"Decrypt file to send","فك تشفير الملف لإرساله",,
"Decrypt generated file","فك تشفير الملف الذي تم إنشاؤه",,
"Default Currency","العملة الافتراضية",,
"Default additional information","المعلومات الإضافية الافتراضية",,
"Default economic reason","السبب الاقتصادي الافتراضي",,
"Default fees imputation","احتساب الرسوم الافتراضية",,
"Default payment Mode","وضع الدفع الافتراضي",,
"Default receiver country","بلد الاستقبال الافتراضي",,
"Default signatory","الموقع الافتراضي",,
"Delete","يمسح",,
"Description","وصف",,
"Description label","تسمية الوصف",,
"Direct Debits","الديون المباشرة",,
"Direct debit","الخصم المباشر",,
"Direct debit bank orders sequences","تسلسل أوامر البنك بالخصم المباشر",,
"Direct debit data type","نوع بيانات الخصم المباشر",,
"Discounted transfer under a Dailly agreement","تحويل مخفض بموجب اتفاقية يومية",,
"Display additional information","عرض معلومات إضافية",,
"Display economic reason","عرض السبب الاقتصادي",,
"Display fees imputation","عرض احتساب الرسوم",,
"Display further information","عرض مزيد من المعلومات",,
"Display payment mode","عرض وضع الدفع",,
"Display receiver address","عرض عنوان المتلقي",,
"Display receiver country","عرض بلد المتلقي",,
"Display the invoice","عرض الفاتورة",,
"Draft","مسودة",,
"Due date","تاريخين",,
"Duration (days) of the semi-interval of convidence for the dates","مدة (أيام) نصف فترة الثقة للتواريخ",,
"E - Bank order amount","هـ - مبلغ أمر البنك",,
"E - Mandatory area","هـ - المنطقة الإلزامية",,
"E1 - Amount","E1 - المبلغ",,
"E1 - Total amount","E1 - المبلغ الإجمالي",,
"E2 - Mandatory area","E2 - منطقة إلزامية",,
"Each (un)reconciliation with the status 'Under correction' updates immediately the reconciled amount of the relevant line","تقوم كل تسوية (غير) مع الحالة ""تحت التصحيح"" بتحديث مبلغ التسوية للبند ذي الصلة على الفور",,
"Economic reason","السبب اقتصادي",,
"Effect Date","تاريخ التأثير",,
"Email adress is missing for partner %s","عنوان البريد الإلكتروني مفقود للشريك %s",,
"Employee","موظف",,
"Enable bank order file encryption","تمكين تشفير ملف الطلب البنكي",,
"Encrypt bank order file according to properties file settings. Enable this option will not encrypt old bank order files.","تشفير ملف الطلب البنكي حسب إعدادات ملف الخصائص. تمكين هذا الخيار لن يؤدي إلى تشفير ملفات الطلبات المصرفية القديمة.",,
"Ending Balance","الرصيد الختامي",,
"Ent. Credit","إنت. ائتمان",,
"Ent. Currency","إنت. عملة",,
"Ent. Debit","إنت. دَين",,
"Entry","دخول",,
"Entry code","رمز الدخول",,
"Equivalent amount in sender bank details' currency","مبلغ معادل بعملة تفاصيل البنك المرسل",,
"Error during file decryption.","حدث خطأ أثناء فك تشفير الملف.",,
