"key","message","comment","context"
"QualityControl.endDate","تاريخ الانتهاء لمراقبة الجودة",,
"QualityControl.finalNote","الملاحظة النهائية لمراقبة الجودة",,
"QualityControl.generalObservation","الملاحظة العامة لمراقبة الجودة",,
"QualityControl.inspectorSignature","توقيع المفتش لمراقبة الجودة",,
"QualityControl.measuringNote","ملاحظة القياس لمراقبة الجودة",,
"QualityControl.observation","الملاحظة لمراقبة الجودة",,
"QualityControl.project","المشروع لمراقبة الجودة",,
"QualityControl.projectClient","عميل المشروع لمراقبة الجودة",,
"QualityControl.qualityControlTitle","عنوان مراقبة الجودة",,
"QualityControl.reference","مرجع مراقبة الجودة",,
"QualityControl.responsible","المسؤول عن مراقبة الجودة",,
"QualityControl.total","الإجمالي لمراقبة الجودة",,
"Quantity","الكمية",,
"Quantity can not be greater than non conforming quantity","لا يمكن أن تكون الكمية أكبر من الكمية غير المطابقة",,
"Recipient","المستلم",,
"Recipient name","اسم المستلم",,
"Reference","المرجع",,
"Register response","تسجيل الاستجابة",,
"Rejected","مرفوض",,
"Rejected quantity","الكمية المرفوضة",,
"Reportings","التقارير",,
"Resolution","القرار",,
"Responsible","المسؤول",,
"Responsible name","اسم المسؤول",,
"Responsible partner","الشريك المسؤول",,
"Responsible partner type","نوع الشريك المسؤول",,
"Result","النتيجة",,
"Root cause","السبب الجذري",,
"Root causes","الأسباب الجذرية",,
"Sample","العينة",,
"Sample count","عدد العينات",,
"Sample frequency","تردد العينة",,
"Sample quantity","كمية العينة",,
"Sample type","نوع العينة",,
"Select recepient partner for QI Action distribution","اختر الشريك المستلم لتوزيع إجراء تحسين الجودة",,
"Send QI Action distributions","إرسال توزيعات إجراء تحسين الجودة",,
"Send QI Decision distributions","إرسال توزيعات قرار تحسين الجودة",,
"Send email","إرسال بريد إلكتروني",,
"Send the distributions","إرسال التوزيعات",,
"Sent","تم الإرسال",,,
"Sequence","التسلسل",,,
"Solve","حل",,,
"Solved","تم الحل",,,
"Source QI","مصدر تحسين الجودة",,,
"Standby","في الانتظار",,,
"Start","ابدأ",,,
"Start date","تاريخ البدء",,,
"Status","الحالة",,,
"Status select","تحديد الحالة",,,
"Statuses","الحالات",,,
"Stock move","حركة المخزون",,,
"Stock move line","سطر حركة المخزون",,,
"Sum of accepted quantity and rejected quantity can not be greater than quantity","مجموع الكمية المقبولة والمرفوضة لا يمكن أن يكون أكبر من الكمية الكلية",,,
"Sum of quantities of the decisions for a default must not be greater than the default's quantity","مجموع كميات القرارات لعطل معين يجب ألا يكون أكبر من كمية العطل",,,
"Supplier","المورد",,,
"Supplier Order","طلب المورد",,,
"Supplier Order line","سطر طلب المورد",,,
"Supplier contact","اتصال المورد",,,
"Supplier delivery note","إشعار تسليم المورد",,,
"Supplier delivery note line","سطر إشعار تسليم المورد",,,
"System","النظام",,,
"Systematic","منهجي",,,
"Tags","العلامات",,,
"Tasks","المهام",,,
"Team","الفريق",,,
"Technical sequence","التسلسل الفني",,,
"Template","القالب",,,
"The company %s doesn't have any configured sequence for Quality improvement","الشركة %s ليس لديها تسلسل مكوّن لتحسين الجودة",,,
"The following fields will be reset: customer order, stock move and stock move line , continue ?","سيتم إعادة تعيين الحقول التالية: طلب العميل، حركة المخزون وسطر حركة المخزون، هل تريد المتابعة؟",,,
"The following fields will be reset: customer stock move and customer stock move line , continue ?","سيتم إعادة تعيين الحقول التالية: حركة مخزون العميل وسطر حركة مخزون العميل، هل تريد المتابعة؟",,,
"The following fields will be reset: manufacturing operation line, manuf Order product to consume, consummed manuf order product , continue ?","سيتم إعادة تعيين الحقول التالية: سطر العملية التصنيعية، منتج أمر التصنيع للاستهلاك، المنتج المستهلك في أمر التصنيع، هل تريد المتابعة؟",,,
"The following fields will be reset: stock move line , continue ?","سيتم إعادة تعيين الحقول التالية: سطر حركة المخزون، هل تريد المتابعة؟",,,
"The following fields will be reset: supplier order, stock move and stock move line , continue ?","سيتم إعادة تعيين الحقول التالية: طلب المورد، حركة المخزون وسطر حركة المخزون، هل تريد المتابعة؟",,,
"The following fields will be reset: supplier stock move and supplier stock move line , continue ?","سيتم إعادة تعيين الحقول التالية: حركة مخزون المورد وسطر حركة مخزون المورد، هل تريد المتابعة؟",,,
"To Date","حتى تاريخ",,,
"Tools","الأدوات",,,
"Total Cost","التكلفة الإجمالية",,,
"Tracking Number","رقم التتبع",,,
"Tracking Numbers","أرقام التتبع",,,
"Type","النوع",,,
"Type of control device","نوع جهاز التحكم",,,
"Unit","الوحدة",,,
"Urgent","عاجل",,,
"Validated","تم التحقق",,,
"Waiting","قيد الانتظار",,,
"Week(s)","أسبوع(أسابيع)",,,
"Work center","مركز العمل",,,
"Written by","كتب بواسطة",,,
"Written on","تمت الكتابة في",,,
"Yes","نعم",,,
"counter","العداد",,,
"each","كل",,,
"name","الاسم",,,
"priority","الأولوية",,,
"quality.responsible","مسؤول الجودة",,,
"value:Quality","القيمة: الجودة",,,
