"key","message","comment","context"
"Current invoice period","فترة الفاتورة الحالية",,
"Current version","الإصدار الحالي",,
"Current version activation","تفعيل النسخة الحالية",,
"Customer","عميل",,
"Customer contracts","عقود العملاء",,
"Customer price lists","قوائم أسعار العملاء",,
"Customer year end bonus","مكافأة نهاية العام للعميل",,
"Date","تاريخ",,
"Delete next amendment","حذف التعديل التالي",,
"Description","وصف",,
"Discount amount","مبلغ الخصم",,
"Discount type","نوع الخصم",,
"Display an alert if the consumption quantities exceed the defined max quantity","عرض تنبيه في حالة تجاوز كميات الاستهلاك الحد الأقصى للكمية المحددة",,
"Display the concerned contracts","عرض العقود المعنية",,
"Displayed Product name","اسم المنتج المعروض",,
"Do not renew","لا تجدد",,
"Do you really wish to fill your contract based on this template ?","هل ترغب حقًا في ملء عقدك بناءً على هذا النموذج؟",,
"Draft","مسودة",,
"Duration","مدة",,
"Durations","الفترات",,
"Enable configuration by product family for YEB","تمكين التكوين حسب عائلة المنتج لـ YEB",,
"End date","تاريخ الانتهاء",,
"End of application","نهاية التطبيق",,
"End of next invoicing period","نهاية فترة الفاتورة القادمة",,
"End of next invoicing period should be after Start of next invoicing period.","يجب أن تكون نهاية فترة الفاتورة التالية بعد بداية فترة الفاتورة التالية.",,
"End of period","نهاية الفترة",,
"End of period plus","نهاية الفترة زائد",,
"Engagement","ارتباط",,
"Engagement duration","مدة المشاركة",,
"Engagement duration is not fulfilled.","لم يتم استيفاء مدة المشاركة.",,
"Engagement start date","تاريخ بدء المشاركة",,
"Engagement start from version","المشاركة تبدأ من الإصدار",,
"Error","خطأ",,
"Fetch limit","حد الجلب",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","حد الجلب لهذه الدفعة. 0 لن تؤخذ في الاعتبار. في هذه الحالة، سيتم استخدام القيمة التي تم تكوينها في قاعدة التطبيق.",,
"File","ملف",,
"Files","ملفات",,
"First period end date","تاريخ نهاية الفترة الأولى",,
"First period invoicing end date","تاريخ انتهاء فاتورة الفترة الأولى",,
"Fiscal position","الوضع المالي",,
"Forecast (contract)","التنبؤ (العقد)",,
"Formula","صيغة",,
"Framework","نطاق",,
"Framework contract","العقد الإطاري",,
"Framework contracts","العقود الإطارية",,
"From","من",,
"From date","من تاريخ",,
"Full name","الاسم الكامل",,
"General","عام",,
"Generate a contract","إنشاء عقد",,
"Generate contract","إنشاء العقد",,
"Generate purchase order","إنشاء أمر الشراء",,
"Generate sale order","توليد أمر البيع",,
"Generated purchase order","أمر الشراء الذي تم إنشاؤه",,
"Generated sale order","أمر البيع الذي تم إنشاؤه",,
"Grouped Invoicing","الفواتير المجمعة",,
"Index 1","الفهرس 1",,
"Index 1 date","تاريخ الفهرس 1",,
"Index 2","الفهرس 2",,
"Index 2 date","تاريخ الفهرس 2",,
"Index revaluation","إعادة تقييم المؤشر",,
"Index value","قيمة المؤشر",,
"Index value list","قائمة قيمة الفهرس",,
"Index values","قيم الفهرس",,
"Indexes revaluation","إعادة تقييم المؤشرات",,
"Information","معلومة",,
"Initial ex tax total per year","إجمالي الضريبة السابقة الأولية سنويًا",,
"Initial price per year","السعر الأولي سنويا",,
"Initial unit price","سعر الوحدة الأولي",,
"Invoice","فاتورة",,
"Invoice N°","رقم الفاتورة",,
"Invoice from consumption","فاتورة من الاستهلاك",,
"Invoice line","خط الفاتورة",,
"Invoice period","فترة الفاتورة",,
"Invoice period history","تاريخ فترة الفاتورة",,
"Invoice periods","فترات الفاتورة",,
"Invoiced","فاتورة",,
"Invoiced partner","شريك الفاتورة",,
"Invoices","الفواتير",,
"Invoicing","الفواتير",,
"Invoicing Frequency","تردد الفواتير",,
"Invoicing amounts","مبالغ الفواتير",,
"Invoicing date","تاريخ الفاتورة",,
"Invoicing management","إدارة الفواتير",,
"Invoicing moment","لحظة إصدار الفواتير",,
"Is invoiced","تتم الفاتورة",,
"Last Invoicing period","فترة الفاتورة الأخيرة",,
"Last renewal date","تاريخ التجديد الأخير",,
"Last revaluation date","تاريخ آخر إعادة تقييم",,
"Linked invoice","فاتورة مرتبطة",,
"Meta file","ملف ميتا",,
"Missing index value for this date : %s","قيمة الفهرس المفقودة لهذا التاريخ: %s",,
"Missing revaluation period for this contract.","فترة إعادة التقييم المفقودة لهذا العقد.",,
"Name","اسم",,
"New File","ملف جديد",,
"New version","نسخة جديدة",,
"Next amendment","التعديل القادم",,
"Next revaluation date","تاريخ إعادة التقييم التالي",,
"Next version","الإصدار التالي",,
"Next version activation","تفعيل الإصدار التالي",,
"No contract is associated to version.","لا يوجد عقد مرتبط بالإصدار.",,
"Not invoiced","لم يتم إصدار فاتورة بها",,
"Notes","ملحوظات",,
"Number of days","عدد الأيام",,
"Number of finished periods","عدد الفترات المنتهية",,
"Number of renewal","عدد التجديد",,
"Ongoing","مستمر",,
"Only invoice consumption before Invoice period end Date","استهلاك الفاتورة فقط قبل تاريخ انتهاء فترة الفاتورة",,
"Opportunity","فرصة",,
"Partner","شريك",,
"Payment condition","شرط الدفع",,
"Payment mode","وضع الدفع",,
"Periodic Invoicing","الفواتير الدورية",,
"Periodic contract","العقد الدوري",,
"Pick a template","اختر قالبًا",,
"Please enter a engagement date.","الرجاء إدخال تاريخ الخطوبة.",,
"Please enter a terminated date for this version.","الرجاء إدخال تاريخ الإنهاء لهذا الإصدار.",,
"Please fill the first period end date and the invoice frequency.","يرجى ملء تاريخ انتهاء الفترة الأولى وتكرار الفاتورة.",,
"Please select a customer to be able to convert opportunity into contract.","يرجى تحديد عميل لتتمكن من تحويل الفرصة إلى عقد.",,
"Price list","قائمة الأسعار",,
"Price revalued yearly","يتم إعادة تقييم السعر سنويًا",,
"Prices per year","الأسعار سنويا",,
"Pricing","التسعير",,
"Pricing rules","قواعد التسعير",,
"Print","مطبعة",,
"Prior notice","إشعار مسبق",,
"Prior notice duration","مدة الإشعار المسبق",,
"Prior notice duration is not respected.","لا يتم احترام مدة الإشعار المسبق.",,
"Product","منتج",,
"Product management","إدارة المنتج",,
"Prorate from versions","Prorate من الإصدارات",,
"Prorated Invoice","فاتورة مقسمة",,
"Prorated Starting periods","فترات البدء التناسبية",,
"Prorated finished periods","فترات الانتهاء التناسبية",,
"Prorated temporally","متناسب مؤقتا",,
"Protrate temporally","ينحني مؤقتا",,
"Purchase orders","أوامر الشراء",,
"Put on-hold","ضعه في الانتظار",,
"Qty","الكمية",,
"Quantity","كمية",,
"Recurring product","منتج متكرر",,
"Reference","مرجع",,
"Remove files","إزالة الملفات",,
"Renew","تجديد",,
"Renewal","تجديد",,
"Renewal duration","مدة التجديد",,
"Renewal management","إدارة التجديد",,
"Revaluate contracts","إعادة تقييم العقود",,
"Revaluation formula","صيغة إعادة التقييم",,
"Revaluation formulas","صيغ إعادة التقييم",,
"Revaluation period","فترة إعادة التقييم",,
"Run batch","تشغيل دفعة",,
"Sale orders","أوامر البيع",,
"Search","يبحث",,
"Sequence","تسلسل",,
"Show contract","عرض العقد",,
"Show lines","إظهار الخطوط",,
"Show next amendment","عرض التعديل التالي",,
"Start date","تاريخ البدء",,
"Start of next invoicing period","بداية فترة الفواتير القادمة",,
"Start of period","بداية الدورة",,
"Start of period plus","بداية الدورة زائد",,
"Status","حالة",,
"Statut","حالة",,
"Supplier","مزود",,
"Supplier contracts","عقود الموردين",,
"Supplier price lists","قوائم أسعار الموردين",,
"Supplier year end bonus","مكافأة نهاية العام للموردين",,
"Supposed activation date","تاريخ التفعيل المفترض",,
"Supposed end date","تاريخ الانتهاء المفترض",,
"Tacit renewal","التجديد الضمني",,
"Taxes","الضرائب",,
"Terminate","إنهاء",,
"Terminated","تم إنهاؤه",,
"Terminated By","تم الإنهاء بواسطة",,
"Terminated contracts","العقود المنتهية",,
"Terminated date","تاريخ الإنهاء",,
"Terminated manually","تم إنهاؤه يدويًا",,
"Termination","الإنهاء",,
"Termination demand date","تاريخ طلب الإنهاء",,
"The company %s doesn't have any configured sequence for contracts","ليس لدى الشركة %s أي تسلسل مكون للعقود",,
"The next contract field is not set on the current contract version.","لم يتم تعيين حقل العقد التالي في إصدار العقد الحالي.",,
"There is an error in the formula.","هناك خطأ في الصيغة.",,
"There is no contract associated with this version.","لا يوجد عقد مرتبط بهذا الإصدار.",,
"This period is used to compute the next revaluation date.","يتم استخدام هذه الفترة لحساب تاريخ إعادة التقييم التالي.",,
"This pricing is already used by another contract line.","يتم استخدام هذا التسعير بالفعل بواسطة بند عقد آخر.",,
"This pricing is already used by another contract line. Use the + button to create a new copy.","يتم استخدام هذا التسعير بالفعل بواسطة بند عقد آخر. استخدم الزر + لإنشاء نسخة جديدة.",,
"Title","عنوان",,
"To","ل",,
"To closed","إلى مغلقة",,
"To revaluate","لإعادة التقييم",,
"Total A.T.I.","إجمالي أيه تي آي",,
"Total W.T.","إجمالي الوزن",,
"Total invoiced amount","إجمالي المبلغ المفوتر",,
"Total paid amount","إجمالي المبلغ المدفوع",,
"Trading name","اسم التداول",,
"Type","يكتب",,
"Unchangable contract","عقد غير قابل للتغيير",,
"Unit","وحدة",,
"Unit price","سعر الوحدة",,
"Unit price discounted","سعر الوحدة مخفضة",,
"Use this template","استخدم هذا القالب",,
"Value","قيمة",,
"Version","إصدار",,
"Version history","تاريخ الإصدار",,
"Waiting","منتظر",,
"Warning","تحذير",,
"Warning! The yearly price is calculated based on unit price and ""Invoicing duration"" from the config panel. Please be careful when using products with unit being a time unit. In case you have contract lines with different invoicing duration, you can activate and use the Addtional Benefits management feature.","تحذير! يتم حساب السعر السنوي بناءً على سعر الوحدة و""مدة الفاتورة"" من لوحة التكوين. يرجى توخي الحذر عند استخدام المنتجات التي تكون الوحدة فيها وحدة زمنية. في حالة وجود بنود عقد ذات مدة فواتير مختلفة، يمكنك تفعيل واستخدام ميزة إدارة المزايا الإضافية.",,
"With engagement","مع الخطوبة",,
"With prior notice","بإشعار مسبق",,
"YEB/YER","إب/إب",,
"YEB/YER Customer","YEB/موقع العميل",,
"YEB/YER Customer contracts","YEB/YER عقود العملاء",,
"YEB/YER Purchase account","YEB/YER حساب الشراء",,
"YEB/YER Sale account","حساب بيع YEB/YER",,
"YEB/YER Supplier","الموقع / المكان المورد",,
"YEB/YER Supplier contracts","YEB/YER عقود الموردين",,
"Year end bonus product","منتج مكافأة نهاية العام",,
"Year end bonus product account must be filled in account configuration.","يجب ملء حساب المنتج الإضافي لنهاية العام في تكوين الحساب.",,
"Year end bonus product must be filled in account configuration.","يجب ملء منتج مكافأة نهاية العام في تكوين الحساب.",,
"Yearly ex tax total revalued","إعادة تقييم إجمالي الضريبة السنوية",,
"You cannot remove a line which has been already invoiced.","لا يمكنك إزالة خط تمت فوترته بالفعل.",,
"You cannot terminate a contract before version activation date.","لا يمكنك إنهاء العقد قبل تاريخ تفعيل الإصدار.",,
"com.axelor.apps.contract.batch.service.BatchContractService","com.axelor.apps.contract.batch.service.BatchContractService",,
"to","ل",,
"value:Contract","القيمة: العقد",,
