"key","message","comment","context"
"Budget Scenario","سيناريو الميزانية",,
"Budget Scenario Line","خط سيناريو الميزانية",,
"Budget Scenario Lines","خطوط سيناريو الميزانية",,
"Budget Scenario Value","قيمة سيناريو الميزانية",,
"Budget Scenario Variable","سيناريو الميزانية المتغير",,
"Budget Scenario Variable %s","سيناريو الموازنة المتغير %s",,
"Budget Structure","هيكل الميزانية",,
"Budget Version","نسخة الميزانية",,
"Budget amount available","مبلغ الميزانية متاح",,
"Budget distribution","توزيع الميزانية",,
"Budget distribution generated","تم إنشاء توزيع الميزانية",,
"Budget distribution has not been configured. It is required for the rest of the process.","لم يتم تكوين توزيع الميزانية. إنه مطلوب لبقية العملية.",,
"Budget distribution imputed","توزيع الميزانية المنسوبة",,
"Budget distribution role","دور توزيع الميزانية",,
"Budget distributions","توزيعات الميزانية",,
"Budget exceed alert for orders","تجاوز الميزانية تنبيه للطلبات",,
"Budget filters","مرشحات الميزانية",,
"Budget full name","الاسم الكامل للميزانية",,
"Budget id","معرف الميزانية",,
"Budget key","مفتاح الميزانية",,
"Budget level","مستوى الميزانية",,
"Budget level export","تصدير على مستوى الميزانية",,
"Budget line","خط الميزانية",,
"Budget management","إدارة الميزانية",,
"Budget manager","مدير الميزانية",,
"Budget model","نموذج الميزانية",,
"Budget scenario","سيناريو الميزانية",,
"Budget scenario line list","قائمة خطوط سيناريو الميزانية",,
"Budget scenario variable","متغير سيناريو الميزانية",,
"Budget scenario variables","متغيرات سيناريو الميزانية",,
"Budget structure","هيكل الميزانية",,
"Budget structures","هياكل الميزانية",,
"Budget templates","نماذج الميزانية",,
"Budget type select","حدد نوع الميزانية",,
"Budget version","نسخة الميزانية",,
"Budget versions","إصدارات الميزانية",,
"Budget.Purchase","الميزانية.شراء",,
"Budget.Sale","Budget.Sale",,
"BudgetScenario.company","BudgetScenario.company",,
"BudgetScenario.currency","BudgetScenario.currency",,
"BudgetScenario.date","BudgetScenario.date",,
"BudgetScenario.expenseAndRevenueItems","سيناريو الميزانية. بنود النفقات والإيرادات",,
"BudgetScenario.name","BudgetScenario.name",,
"BudgetScenario.title","BudgetScenario.title",,
"Budgets","الميزانيات",,
"Budgets related","المتعلقة بالميزانيات",,
"By activating this option, you will be able to select projects inside a global budget and inversely, select global budgets inside a project.","من خلال تفعيل هذا الخيار، ستتمكن من تحديد المشاريع داخل ميزانية عالمية وبالعكس تحديد ميزانيات عالمية داخل المشروع.",,
"By drafting this budget, you will set children sections and budgets linked in draft too. Do you want to continue ?","من خلال صياغة هذه الميزانية، ستقوم بتعيين أقسام فرعية وميزانيات مرتبطة في المسودة أيضًا. هل تريد الاستمرار؟",,
"By drafting this section, you will set children sections and budgets linked in draft too. Do you want to continue ?","من خلال صياغة هذا القسم، ستقوم بتعيين أقسام فرعية وميزانيات مرتبطة في المسودة أيضًا. هل تريد الاستمرار؟",,
"By validating this budget, you will validate children sections and budgets linked too. Do you want to continue ?","من خلال التحقق من صحة هذه الميزانية، ستتحقق من صحة أقسام الأطفال والميزانيات المرتبطة أيضًا. هل تريد الاستمرار؟",,
"By validating this section, you will validate children sections and budgets linked too. Do you want to continue ?","من خلال التحقق من صحة هذا القسم، ستتحقق من صحة أقسام الأطفال والميزانيات المرتبطة أيضًا. هل تريد الاستمرار؟",,
"Category","فئة",,
"Change budget version","تغيير نسخة الميزانية",,
"Check Available Budget","تحقق من الميزانية المتاحة",,
"Check available amount","التحقق من المبلغ المتاح",,
"Code","شفرة",,
"Comment","تعليق",,
"Commentaires","تعليقات",,
"Committed amount","المبلغ الملتزم به",,
"Committed line","خط ملتزم",,
"Committed lines","خطوط ملتزمة",,
"Company","شركة",,
"Company code","رمز الشركة",,
"Company currency","عملة الشركة",,
"Company department","قسم الشركة",,
"Compute budget distribution","حساب توزيع الميزانية",,
"Create New version","إنشاء نسخة جديدة",,
"Currency","عملة",,
"Current Expenses","النفقات الجارية",,
"Data imported successfully","تم استيراد البيانات بنجاح",,
"Date","تاريخ",,
"Depending on the level chosen, the user will receive no alert ('None'), a warning message ('Optional') or an error ('Required') if one of the budget exceed the budget value.","اعتمادًا على المستوى المختار، لن يتلقى المستخدم أي تنبيه ('لا شيء')، أو رسالة تحذير ('اختياري') أو خطأ ('مطلوب') إذا تجاوزت إحدى الميزانيات قيمة الميزانية.",,
"Depending on the level chosen, the user will receive no alert ('None'), a warning message ('Optional') or will be obliged to fill in the budget information for the rest of the process ('Required').","اعتمادًا على المستوى المختار، لن يتلقى المستخدم أي تنبيه ('لا شيء')، أو رسالة تحذير ('اختياري') أو سيكون ملزمًا بملء معلومات الميزانية لبقية العملية ('مطلوب').",,
"Display committed lines","عرض الخطوط الملتزمة",,
"Display realized with no po","تم تحقيق العرض بدون po",,
"Display realized with po","تم تحقيق العرض باستخدام po",,
"Display simulated moves","عرض التحركات المحاكاة",,
"Distribution lines","خطوط التوزيع",,
"Draft","مسودة",,
"Enable budget key","تمكين مفتاح الميزانية",,
"Enable the link to projects","تمكين الارتباط للمشاريع",,
"End Date","تاريخ الانتهاء",,
"Error : Following accounts are not found %s","خطأ: لم يتم العثور على الحسابات التالية %s",,
"Expected amount","المبلغ المتوقع",,
"Expected amount allocated on the budget. This amount is automatically computed by adding up expected amounts of bellowed levels.","المبلغ المتوقع المخصص في الميزانية. يتم حساب هذا المبلغ تلقائيًا عن طريق إضافة الكميات المتوقعة من المستويات المذكورة أدناه.",,
"Export Menu","قائمة التصدير",,
"Export file","تصدير الملف",,
"Export global budget","تصدير الميزانية العالمية",,
"Files are not created","لا يتم إنشاء الملفات",,
"Financing","التمويل",,
"Firm gap","فجوة ثابتة",,
"Follow-up","المتابعة",,
"Formula","صيغة",,
"From","من",,
"From date","من تاريخ",,
"Full name","الاسم الكامل",,
"Gap amount","مبلغ الفجوة",,
"Generate Global Budget","توليد الميزانية العالمية",,
"Generate global budget","توليد الميزانية العالمية",,
"Generate periods","توليد فترات",,
"Global","عالمي",,
"Global Budget","الميزانية العالمية",,
"Global budget","الميزانية العالمية",,
"Global budget committed lines","الخطوط الملتزمة بالميزانية العالمية",,
"Global budget export","تصدير الميزانية العالمية",,
"Global budget full name","الاسم الكامل للميزانية العالمية",,
"Global budget id","معرف الميزانية العالمية",,
"Global budgets","الميزانيات العالمية",,
"If enabled, an automatic budget computation will be done at request/finalize for orders","في حالة التمكين، سيتم إجراء حساب الميزانية التلقائي عند الطلب/الانتهاء من الطلبات",,
"If you click OK you will be in excess, do you want to continue ?","إذا قمت بالنقر فوق ""موافق""، فسوف يكون هناك فائض، هل تريد المتابعة؟",,
"Import budgets and budget templates","استيراد الميزانيات وقوالب الميزانية",,
"Import file","استيراد الملف",,
"Include in budget key","تضمين في مفتاح الميزانية",,
"Invalid dates","تواريخ غير صالحة",,
"Investment","استثمار",,
"Investment budget","ميزانية الاستثمار",,
"Investment budgets","الميزانيات الاستثمارية",,
"Invoice","فاتورة",,
"Invoice line","خط الفاتورة",,
"Invoices","الفواتير",,
"Lines","خطوط",,
"Manage multi budgets on lines","إدارة ميزانيات متعددة على الخطوط",,
"Method","طريقة",,
"Missing budget alert","تنبيه الميزانية مفقود",,
"Missing required advanced export(s).","يفتقد التصدير (التصديرات) المتقدمة المطلوبة.",,
"Move line","نقل الخط",,
"MoveLine","نقل الخط",,
"Name","اسم",,
"New Budget Version","نسخة الميزانية الجديدة",,
"No budget could be reconciled with the data entered for following lines : %s","تعذرت تسوية أي ميزانية مع البيانات المدخلة للأسطر التالية: %s",,
"None","لا أحد",,
"OK","نعم",,
"Operations","العمليات",,
"Optional","خياري",,
"Or","أو",,
"Overview","ملخص",,
"PO line","خط البريد",,
"PO lines","خطوط البريد",,
"Paid amount","المبلغ المدفوع",,
"Paid total amount","المبلغ الإجمالي المدفوع",,
"Parent","الوالد",,
"Parent Level","مستوى الوالدين",,
"Parent budget level full name","الاسم الكامل لمستوى ميزانية الوالدين",,
"Parent budget level id","معرف مستوى الميزانية الأصل",,
"Period duration","مدة الدورة",,
"Periods generation assistant","مساعد توليد الفترات",,
"Person in charge","الشخص المسؤول",,
"Please select a budget with Id.","الرجاء تحديد الميزانية بالمعرف.",,
"Please select a language on user form.","الرجاء تحديد لغة في نموذج المستخدم.",,
"Please select valid dates for budget %s, dates needs to be in the section period","الرجاء تحديد تواريخ صالحة للميزانية %s، ويجب أن تكون التواريخ في فترة القسم",,
"Please select valid dates for budget level %s, dates needs to be in the parent period","الرجاء تحديد تواريخ صالحة لمستوى الميزانية %s، ويجب أن تكون التواريخ في الفترة الأصلية",,
"Please select valid dates for budget lines in budget %s, budget lines need to be on a separate period","الرجاء تحديد تواريخ صالحة لبنود الميزانية في الميزانية %s، ويجب أن تكون بنود الميزانية في فترة منفصلة",,
"Please select valid dates for budget lines in budget %s, dates need to be in the budget period","الرجاء تحديد تواريخ صالحة لبنود الميزانية في الميزانية %s، ويجب أن تكون التواريخ في فترة الميزانية",,
"Please select valid dates for budget lines, dates need to be in the budget period","يرجى تحديد تواريخ صالحة لبنود الميزانية، ويجب أن تكون التواريخ في فترة الميزانية",,
"Previsualize","معاينة",,
"Production","إنتاج",,
"Project","مشروع",,
"Projects","المشاريع",,
"Purchase and investment","الشراء والاستثمار",,
"Purchase and investment budget","ميزانية الشراء والاستثمار",,
"Purchase and investment budgets","ميزانيات الشراء والاستثمار",,
"Purchase budget","ميزانية الشراء",,
"Purchase budgets","ميزانيات الشراء",,
"Purchase order line","سطر أمر الشراء",,
"Purchase orders","أوامر الشراء",,
"RH","ر.س",,
"Realized amount","المبلغ المحقق",,
"Realized line","خط محقق",,
"Realized lines","خطوط محققة",,
"Realized total amount","المبلغ الإجمالي المحقق",,
"Realized with no po","أدركت مع عدم وجود بو",,
"Realized with po","تتحقق مع بو",,
"Ref.","المرجع.",,
"Related budgets","الميزانيات ذات الصلة",,
"Remaining amount to allocate on budgets","المبلغ المتبقي لتخصيصه في الميزانيات",,
"Remaining open amount","المبلغ المفتوح المتبقي",,
"Remains for sale","بقايا للبيع",,
"Represents the expected amount minus the sum of realized amounts and the sum of moves of status simulated.","يمثل المبلغ المتوقع مطروحًا منه مجموع المبالغ المحققة ومجموع تحركات الحالة التي تمت محاكاتها.",,
"Represents the expected amount minus the sum of realized amounts.","يمثل المبلغ المتوقع مطروحًا منه مجموع المبالغ المحققة.",,
"Represents the sum of amounts realized with or without commitment that exceed the initial","يمثل مجموع المبالغ المتحققة مع أو بدون التزام يتجاوز المبلغ الأولي",,
"Represents the sum of moves of status simulated.","يمثل مجموع تحركات الحالة التي تمت محاكاتها.",,
"Represents the sum of orders of status requested, validated or finished and that don't have an invoiced invoice.","يمثل مجموع الطلبات ذات الحالة المطلوبة أو التي تم التحقق من صحتها أو المنتهية والتي لا تحتوي على فاتورة مفوترة.",,
"Represents the sum of purchase orders of status requested, validated or finished and that don't have a invoiced invoice.","يمثل مجموع أوامر الشراء ذات الحالة المطلوبة أو التي تم التحقق من صحتها أو المنتهية والتي لا تحتوي على فاتورة مفوترة.",,
"Represents the sum of ventilated invoices with an order.","يمثل مجموع الفواتير التهوية مع الطلب.",,
"Represents the sum of ventilated invoices with no order and daybook and accounted moves with no invoice.","يمثل مجموع الفواتير المهواة بدون أمر ودفتر يومي والتحركات المحسوبة بدون فاتورة.",,
"Represents the sum of ventilated invoices with no purchase order and daybook and accounted moves with no invoice.","يمثل مجموع الفواتير المهواة بدون أمر شراء ودفتر يومي والتحركات المحاسبية بدون فاتورة.",,
"Required","مطلوب",,
"Results","نتائج",,
"Revenue","ربح",,
"Revenue and expenditure state","حالة الإيرادات والنفقات",,
"SO line","خط SO",,
"SO lines","خطوط SO",,
"Sale budget","ميزانية البيع",,
"Sale budgets","ميزانيات البيع",,
"Sale order","أمر البيع",,
"Sale order line","سطر أمر البيع",,
"Scenario","سيناريو",,
"Section","قسم",,
"Section line","خط القسم",,
"Sections","الأقسام",,
"See budget distribution lines","انظر خطوط توزيع الميزانية",,
"See detail","انظر التفاصيل",,
"See purchase order lines","راجع بنود أمر الشراء",,
"Simulated Moves","التحركات المحاكاة",,
"Simulated amount","مبلغ مقلد",,
"Source","مصدر",,
"Start Date","تاريخ البدء",,
"Starting Year","سنة البدء",,
"Status","حالة",,
"Status select","تحديد الحالة",,
"Supplier RFQ/PO","طلب عرض أسعار المورد/أمر الشراء",,
"Tax","ضريبة",,
"Template","نموذج",,
"Templates","قوالب",,
"The budget distribution amount exceed the amount on the order line with product %s, please correct it","يتجاوز مبلغ توزيع الميزانية المبلغ الموجود في سطر الأمر مع المنتج %s، يرجى تصحيحه",,
"The budget distribution amount for budget %s exceeds the amount of the invoice line %s, please correct it","يتجاوز مبلغ توزيع الميزانية للميزانية %s مبلغ سطر الفاتورة %s، يرجى تصحيحه",,
"The budget distribution amount for budget %s exceeds the amount of the move line %s, please correct it","يتجاوز مبلغ توزيع الميزانية للميزانية %s مبلغ سطر النقل %s، يرجى تصحيحه",,
"The budget distribution amount for budget %s exceeds the amount of the order line %s, please correct it","يتجاوز مبلغ توزيع الميزانية للميزانية %s مبلغ سطر الأمر %s، يرجى تصحيحه",,
"The budget distribution has not been computed yet. By launching this action, you can no longer compute the budget distribution. Do you want to proceed ?","ولم يتم حساب توزيع الميزانية بعد. من خلال بدء هذا الإجراء، لم يعد بإمكانك حساب توزيع الموازنة. هل تريد المتابعة؟",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill at least one accounting account before validating in order to ensure its generation (Budget %s)","تم تمكين مفتاح الميزانية في تكوين حساب الشركة %s. ومن ثم، يجب عليك ملء حساب محاسبي واحد على الأقل قبل التحقق من صحته لضمان إنشائه (الميزانية %s)",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill the analytic axis and the analytic account before validating in order to ensure its generation (Budget %s)","تم تمكين مفتاح الميزانية في تكوين حساب الشركة %s. وبالتالي، يجب عليك ملء المحور التحليلي والحساب التحليلي قبل التحقق من صحته لضمان إنشائه (الميزانية %s)",,
"The budget key is missing in budget %s. Please fill account and analytic distribution configuration in budget before validating in order to ensure its generation","مفتاح الميزانية مفقود في الميزانية %s. يرجى ملء الحساب وتكوين التوزيع التحليلي في الميزانية قبل التحقق من صحتها لضمان إنشائها",,
"The sum of the budget distribution amount for budget exceeds the amount of the move line %s, please correct it","مجموع مبلغ توزيع الموازنة للموازنة يتجاوز مبلغ سطر النقل %s، يرجى تصحيحه",,
"The sum of the budget distribution amount for budget exceeds the amount of the order line %s, please correct it","يتجاوز مجموع مبلغ توزيع الميزانية للميزانية مبلغ سطر الأمر %s، يرجى تصحيحه",,
"The sum of the budget distribution amounts exceeds the amount of the invoice line %s, please correct it","مجموع مبالغ توزيع الموازنة يتجاوز مبلغ سطر الفاتورة %s، يرجى تصحيحه",,
"The total amount is greater than the budget distribution total.","المبلغ الإجمالي أكبر من إجمالي توزيع الميزانية.",,
"There is a budget overrun for %s. The available balance is %.2f %s.","هناك تجاوز في الميزانية لـ %s. الرصيد المتوفر هو %.2f %s.",,
"There is already a budget key using the same combination of company, dates, accounts and analytic accounts and axis than the budget line %s","يوجد بالفعل مفتاح موازنة يستخدم نفس مجموعة الشركة والتواريخ والحسابات والحسابات التحليلية والمحور المستخدمة في بند الميزانية %s",,
"This field is only used for budget key computation and will not be used as account in the invoice","يُستخدم هذا الحقل فقط لحساب مفتاح الميزانية ولن يتم استخدامه كحساب في الفاتورة",,
"To","ل",,
"To be committed amount","أن يكون المبلغ الملتزم",,
"To date","حتى الآن",,
"To generate periods, please fill in the Period duration.","لإنشاء فترات، يرجى ملء مدة الفترة.",,
"To generate periods, please fill in the limits of the budget.","لإنشاء الفترات، يرجى ملء حدود الميزانية.",,
"Too much iterations.","الكثير من التكرارات.",,
"Total W.T.","إجمالي الوزن",,
"Total amount committed","إجمالي المبلغ الملتزم به",,
"Total amount expected","المبلغ الإجمالي المتوقع",,
"Total amounts","إجمالي المبالغ",,
"Total firm gap","إجمالي فجوة الشركة",,
"Total unassigned amount","إجمالي المبلغ غير المخصص",,
"Tracebacks","آثار",,
"Type","يكتب",,
"Unassigned amount","مبلغ غير مخصص",,
"Update dates","تحديث التواريخ",,
"Validate","التحقق من صحة",,
"Validate structure","التحقق من صحة الهيكل",,
"Validated","تم التحقق من صحتها",,
"Validated structure","هيكل التحقق من صحتها",,
"Variables","المتغيرات",,
"Version Number","رقم الإصدار",,
"Version expected amounts line","إصدار سطر المبالغ المتوقعة",,
"Version expected amounts line list","إصدار قائمة سطر المبالغ المتوقعة",,
"Version expected amounts lines","إصدار خطوط المبالغ المتوقعة",,
"Versions","الإصدارات",,
"Warning, existing lines will be deleted, do you wish to continue?","تحذير، سيتم حذف الخطوط الموجودة، هل ترغب في الاستمرار؟",,
"Warning, you will delete all versions linked to this budget, do you want to continue ?","تنبيه، سوف تقوم بحذف كافة الإصدارات المرتبطة بهذه الميزانية، هل تريد الاستمرار؟",,
"When budget key is enabled, you must check at least one line on analytic axis to be included in budget key computation","عند تمكين مفتاح الميزانية، يجب عليك التحقق من سطر واحد على الأقل على المحور التحليلي ليتم تضمينه في حساب مفتاح الميزانية",,
"Year","سنة",,
"Year 2","السنة 2",,
"Year 3","السنة 3",,
"Year 4","السنة 4",,
"Year 5","السنة 5",,
"Year 6","السنة 6",,
"Years","سنين",,
"You can't compute the budget distribution because you are not authorized to.","لا يمكنك حساب توزيع الميزانية لأنك غير مخول بذلك.",,
"archiveBtn","archiveBtn",,
"budget.Budget","الميزانية",,
"budget.Manual","الميزانية.دليل",,
"budget.custom","الميزانية. مخصص",,
"copy","ينسخ",,
"draftBtn","DraftBtn",,
"validateBtn","validateBtn",,
"value:Budget","القيمة: الميزانية",,
