"key","message","comment","context"
"CRM config (${ name })","إعدادات إدارة العملاء (${ name })",,
"CRM configuration","إعدادات إدارة العملاء",,
"CRM configurations","إعدادات إدارة العملاء",,
"CRM events","أحداث إدارة العملاء",,
"Call","مكالمة",,
"Call Event (${ fullName })","حدث المكالمة (${ fullName })",,
"Call Event(${ fullName})","حدث المكالمة(${ fullName})",,
"Call filters","مرشحات المكالمات",,
"Call reminder template","قالب تذكير المكالمة",,
"Call type","نوع المكالمة",,
"Calls","المكالمات",,
"Calls Dashboard","لوحة معلومات المكالمات",,
"Calls by team by user","المكالمات حسب الفريق حسب المستخدم",,
"Calls by user(of a team)","المكالمات حسب المستخدم (من فريق)",,
"Calls held by team by type","المكالمات التي أجراها الفريق حسب النوع",,
"Calls held by type by user","المكالمات التي أجراها النوع حسب المستخدم",,
"Calls monitoring","مراقبة المكالمات",,
"Calls type by team","أنواع المكالمات حسب الفريق",,
"Calls type by user","أنواع المكالمات حسب المستخدم",,
"Can not mark as lost an already lost lead.","لا يمكن وضع علامة على العميل المحتمل المفقود بالفعل كخسارة.",,
"Can not mark as lost an already lost partner.","لا يمكن وضع علامة على الشريك المفقود بالفعل كخسارة.",,
"Can only assign to yourself new, assigned or in process lead.","يمكنك فقط تعيين العملاء المحتملين الجدد أو المعينين أو قيد المعالجة لنفسك.",,
"Can only close lost opportunities in form view.","يمكنك فقط إغلاق الفرص المفقودة في عرض النموذج.",,
"Can only close lost prospects in form view.","يمكنك فقط إغلاق العملاء المحتملين المفقودين في عرض النموذج.",,
"Can only convert leads in form view.","يمكنك فقط تحويل العملاء المحتملين في عرض النموذج.",,
"Can only convert new, assigned or in process lead.","يمكنك فقط تحويل العملاء المحتملين الجدد أو المعينين أو قيد المعالجة.",,
"Can only lose leads in form view.","يمكنك فقط فقدان العملاء المحتملين في عرض النموذج.",,
"Can only recycle a lost lead.","يمكنك فقط إعادة تدوير عميل محتمل مفقود.",,
"Can only start new or assigned lead.","يمكنك فقط بدء عميل محتمل جديد أو معين.",,
"Cancel","إلغاء",,
"Cancel this reminder","إلغاء هذا التذكير",,
"Canceled","ملغى",,
"Carrier","الناقل",,
"Cases","الحالات",,
"Catalog","كتالوج",,
"Catalog type","نوع الكتالوج",,
"Catalogs","الكتالوجات",,
"Catalogs type","أنواع الكتالوجات",,
"Categories","الفئات",,
"Category","فئة",,
"Characteristics","الخصائص",,
"Chart","مخطط",,
"Check Duplicate","تحقق من التكرار",,
"Check duplicate","تحقق من التكرار",,
"City","مدينة",,
"Civility","المدنية",,
"Closed Opportunities","الفرص المغلقة",,
"Closed leads","العملاء المحتملون المغلقون",,
"Closed lost","مفقود مغلق",,
"Closed lost opportunity status","حالة الفرصة المفقودة المغلقة",,
"Closed lost partner status","حالة الشريك المفقود المغلق",,
"Closed opportunities","الفرص المغلقة",,
"Closed prospects","العملاء المحتملون المغلقون",,
"Closed win opportunity status","حالة الفرصة الفائزة المغلقة",,
"Closed win partner status","حالة الشريك الفائز المغلقة",,
"Closed won","مغلق فائز",,
"Code","رمز",,
"Companies","الشركات",,
"Company","شركة",,
"Company PhoneBook","دليل الهاتف للشركة",,
"Company phoneBook","دليل الهاتف للشركة",,
"Config","إعداد",,
"Configuration","إعداد",,
"Confirm lost reason","تأكيد سبب الفقدان",,
"Contact","جهة الاتصال",,
"Contact PhoneBook","دليل الهاتف لجهة الاتصال",,
"Contact details","تفاصيل جهة الاتصال",,
"Contact function","وظيفة جهة الاتصال",,
"Contact list","قائمة جهات الاتصال",,
"Contact name","اسم جهة الاتصال",,
"Contacts","جهات الاتصال",,
"Convert","تحويل",,
"Convert lead","تحويل العميل المحتمل",,
"Convert lead (${ fullName })","تحويل العميل المحتمل (${ fullName })",,
"Convert lead into contact","تحويل العميل المحتمل إلى جهة اتصال",,
"Convert lead into partner","تحويل العميل المحتمل إلى شريك",,
"Converted","محول",,
"Converted lead status","حالة العميل المحتمل المحول",,
"Corporate partner","شريك مؤسسي",,
"Corporate partner fidelity","ولاء الشريك المؤسسي",,
"Corporate partner monitoring","مراقبة الشريك المؤسسي",,
"Corporate partner since","شريك مؤسسي منذ",,
"Corporate partner work domain","مجال عمل الشريك المؤسسي",,
"Countries","الدول",,
"Country","دولة",,
"Create a call","إنشاء مكالمة",,
"Create a meeting","إنشاء اجتماع",,
"Create a new reminder","إنشاء تذكير جديد",,
"Create a note","إنشاء ملاحظة",,
"Create a quotation","إنشاء عرض سعر",,
"Create a task","إنشاء مهمة",,
"Create an email","إنشاء بريد إلكتروني",,
"Create event","إنشاء حدث",,
"Create new contact","إنشاء جهة اتصال جديدة",,
"Create new partner","إنشاء شريك جديد",,
"Create opportunity","إنشاء فرصة",,
"Create opportunity (${ fullName })","إنشاء فرصة (${ fullName })",,
"Create order (${ fullName })","إنشاء طلب (${ fullName })",,
"Create purchase quotation","إنشاء عرض سعر للشراء",,
"Create sale quotation","إنشاء عرض سعر للبيع",,
"Created by","تم إنشاؤه بواسطة",,
"Created leads by industry sector","العملاء المحتملون الذين تم إنشاؤهم حسب القطاع الصناعي",,
"Created leads per month","العملاء المحتملون الذين تم إنشاؤهم شهريًا",,
"Created on","تم الإنشاء في",,
"Creation date","تاريخ الإنشاء",,
"Crm Reporting type is missing!","نوع تقرير إدارة العملاء مفقود!",,
"Crm batch","دفعة إدارة العملاء",,
"Crm batch filters","مرشحات دفعة إدارة العملاء",,
"Crm reporting","تقرير إدارة العملاء",,
"Currency","عملة",,
"Custom status","حالة مخصصة",,
"Custom types","أنواع مخصصة",,
"Customer","عميل",,
"Customer / Prospect","عميل / عميل محتمل",,
"Customer Description","وصف العميل",,
"Customer fixed phone","الهاتف الثابت للعميل",,
"Customer follow-up","متابعة العميل",,
"Customer mobile phone","الهاتف المحمول للعميل",,
"Customer name","اسم العميل",,
"Customer recovery","استرداد العميل",,
"Customers","العملاء",,
"Daily","يومي",,
"Daily team call summary by user","ملخص مكالمات الفريق اليومية حسب المستخدم",,
"Dashboard","لوحة المعلومات",,
"Date","تاريخ",,
"Day of month","يوم من الشهر",,
"Day of week","يوم من الأسبوع",,
"Days","أيام",,
"Default lead status","حالة العميل المحتمل الافتراضية",,
"Default opportunity status","حالة الفرصة الافتراضية",,
"Default partner status","حالة الشريك الافتراضية",,
"Default recurring duration (in months)","المدة الافتراضية المتكررة (بالشهور)",,
"Delete all events","حذف جميع الأحداث",,
"Delete only this event","حذف هذا الحدث فقط",,
"Delete this and next events","حذف هذا الحدث والأحداث التالية",,
"Dep./Div.","قسم / إدارة",,
"Department","قسم",,
"Description","وصف",,
"Display customer description in opportunity","عرض وصف العميل في الفرصة",,
"Do not call","لا تتصل",,
"Do not email","لا ترسل بريدًا إلكترونيًا",,
"Done","تم",,
"Duplicate contacts :"," ""جهات الاتصال المكررة :""",,
"Duplicate leads :"," ""العملاء المحتملون المكررين :""",,
"Duplicate prospects :"," ""العملاء المحتملون المكررين :""",,
"Duplicate records found","تم العثور على سجلات مكررة",,
"Duration","مدة",,
"Duration type","نوع المدة",,
"Email","البريد الإلكتروني",,
"Email domain to ignore","نطاق البريد الإلكتروني الذي يجب تجاهله",,
"Emails","البريد الإلكتروني",,
"Employee","موظف",,
"Enable corporate partner","تمكين الشريك المؤسسي",,
"Enable search functionality","تمكين وظيفة البحث",,
"End","نهاية",,
"End date","تاريخ الانتهاء",,
"Enterprise","مؤسسة",,
"Enterprise Name","اسم المؤسسة",,
"Enterprise name","اسم المؤسسة",,
"Error in lead conversion","خطأ في تحويل العميل المحتمل",,
"Event","حدث",,
"Event Categories","فئات الأحداث",,
"Event Dashboard 1","لوحة معلومات الأحداث 1",,
"Event categories","فئات الأحداث",,
"Event category","فئة الحدث",,
"Event configuration categories","فئات إعدادات الأحداث",,
"Event filters","مرشحات الأحداث",,
"Event monitoring","مراقبة الأحداث",,
"Event reminder","تذكير الحدث",,
"Event reminder %s","تذكير الحدث %s",,
"Event reminder batch","دفعة تذكير الحدث",,
"Event reminder page","صفحة تذكير الحدث",,
"Event reminder template","قالب تذكير الحدث",,
"Event reminders","تذكيرات الأحداث",,
"Event's reminder's generation's reporting :"," ""تقرير إنشاء تذكيرات الحدث :""",,
"Events","الأحداث",,
"Events by saleman","الأحداث حسب البائع",,
"Events by salesman","الأحداث حسب البائع",,
"Events by team","الأحداث حسب الفريق",,
"Every %d days","كل %d أيام",,
"Every %d months the %d","كل %d شهور %d",,
"Every %d weeks","كل %d أسابيع",,
"Every %d years the %s","كل %d سنوات %s",,
"Every day","كل يوم",,
"Every month","كل شهر",,
"Every month the","كل شهر",,
"Every week","كل أسبوع",,
"Every year","كل سنة",,
"Every year the","كل سنة",,
"Expected close date","تاريخ الإغلاق المتوقع",,
"Expected duration of recurring revenue (in months)","المدة المتوقعة للإيرادات المتكررة (بالشهور)",,
"Factor","عامل",,
"Fetch limit","حد الاسترجاع",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","حد الاسترجاع لهذه الدفعة. 0 لن يؤخذ في الاعتبار. في هذه الحالة، سيتم استخدام القيمة المكونة في تطبيق القاعدة.",,
"Fidelity","ولاء",,
"First name","الاسم الأول",,
"Follow up","متابعة",,
"Follow-up","متابعة",,
"For all","للجميع",,
"For me","لي",,
"Fr","فر",,
"Free text","نص حر",,
"From Date","من تاريخ",,
"From date","من التاريخ",,
"Full name","الاسم الكامل",,
"Function","وظيفة",,
"Gender","جنس",,
"General information","معلومات عامة",,
"Generate CRM configurations","إنشاء إعدادات إدارة العملاء",,
"Generate Project","إنشاء مشروع",,
"Generate opportunity ?","إنشاء فرصة؟",,
"Groups Assignable","المجموعات القابلة للتعيين",,
"Guests","الضيوف",,
"High","مرتفع",,
"Historical Period","الفترة التاريخية",,
"Hours","ساعات",,
"Image","صورة",,
"In order to make this field working a format is needed, see example: example1.com,example2.fr,example.exemple.com","لجعل هذا الحقل يعمل، يلزم تنسيق، انظر المثال: example1.com,example2.fr,example.exemple.com",,
"Inbound","وارد",,
"Industry","صناعة",,
"Industry Sector","قطاع الصناعة",,
"Industry sector","قطاع الصناعة",,
"Industry sectors","قطاعات الصناعة",,
"Information","معلومات",,
"Input location please","يرجى إدخال الموقع",,
"Internal partner","شريك داخلي",,
"Is already convert from lead","تم تحويله بالفعل من عميل محتمل",,
"Job Title","المسمى الوظيفي",,
"Key account","حساب رئيسي",,
"Key accounts","حسابات رئيسية",,
"Last event date","تاريخ آخر حدث",,
"Last name","اسم العائلة",,
"Last visit date","تاريخ آخر زيارة",,
"Lead","عميل محتمل",,
"Lead Dashboard 1","لوحة معلومات العميل المحتمل 1",,
"Lead Scoring","تقييم العميل المحتمل",,
"Lead converted","تم تحويل العميل المحتمل",,
"Lead created","تم إنشاء العميل المحتمل",,
"Lead filters","مرشحات العميل المحتمل",,
"Lead not found.","لم يتم العثور على العميل المحتمل.",,
"Lead scoring","تقييم العميل المحتمل",,
"Lead status","حالة العميل المحتمل",,
"Lead with same domain name","عميل محتمل بنفس اسم النطاق",,
"Lead.address_information","معلومات العنوان للعميل المحتمل",,
"Lead.company","شركة العميل المحتمل",,
"Lead.email","البريد الإلكتروني للعميل المحتمل",,
"Lead.header","عنوان العميل المحتمل",,
"Lead.industry","صناعة العميل المحتمل",,
"Lead.lead_owner","مالك العميل المحتمل",,
"Lead.name","اسم العميل المحتمل",,
"Lead.other_address","عنوان آخر للعميل المحتمل",,
"Lead.phone","هاتف العميل المحتمل",,
"Lead.primary_address","العنوان الرئيسي للعميل المحتمل",,
"Lead.source","مصدر العميل المحتمل",,
"Lead.status","حالة العميل المحتمل",,
"Lead.title","عنوان العميل المحتمل",,
"Leads","العملاء المحتملون",,
"Leads Source","مصدر العملاء المحتملين",,
"Leads by Country","العملاء المحتملون حسب الدولة",,
"Leads by Salesperson by Status","العملاء المحتملون حسب البائع حسب الحالة",,
"Leads by Source","العملاء المحتملون حسب المصدر",,
"Leads by Team by Status","العملاء المحتملون حسب الفريق حسب الحالة",,
"Leads monitoring","مراقبة العملاء المحتملين",,
"Leads status management","إدارة حالة العملاء المحتملين",,
"Limit Date","تاريخ الحد",,
"Lose","خسارة",,
"Loss confirmation","تأكيد الخسارة",,
"Lost lead status","حالة العميل المحتمل المفقود",,
"Lost reason","سبب الفقدان",,
"Lost reasons","أسباب الفقدان",,
"Low","منخفض",,
"Main Contact","جهة الاتصال الرئيسية",,
"Main company","الشركة الرئيسية",,
"Manage catalogs","إدارة الكتالوجات",,
"Manage recurring opportunities","إدارة الفرص المتكررة",,
"Manage statuses on prospect partner","إدارة الحالات على الشريك المحتمل",,
"Manager","المدير",,
"Mapping","تخطيط",,
"Mappings","تخطيطات",,
"Marketing","التسويق",,
"Marketing campaign","حملة تسويقية",,
"Meeting","اجتماع",,
"Meeting Event (${ fullName })","حدث الاجتماع (${ fullName })",,
"Meeting Event(${ fullName})","حدث الاجتماع(${ fullName})",,
"Meeting filters","مرشحات الاجتماع",,
"Meeting reminder template","قالب تذكير الاجتماع",,
"Meeting's date changed template","قالب تغيير تاريخ الاجتماع",,
"Meeting's guest added template","قالب إضافة ضيف للاجتماع",,
"Meeting's guest deleted template","قالب حذف ضيف من الاجتماع",,
"Meetings","اجتماعات",,
"Members","أعضاء",,
"Memo","مذكرة",,
"Merge duplicated","دمج المكررات",,
"Minutes","دقائق",,
"Mo","مو",,
"Mobile number","رقم الهاتف المحمول",,
"Month","شهر",,
"Monthly","شهري",,
"Months","شهور",,
"My Best Open Deals","أفضل صفقاتي المفتوحة",,
"My CRM events","أحداث إدارة العملاء الخاصة بي",,
"My Calendar","تقويمي",,
"My Calls","مكالماتي",,
"My Closed Opportunities","فرصي المغلقة",,
"My Current Leads","عملائي المحتملون الحاليون",,
"My Key accounts","حساباتي الرئيسية",,
"My Leads","عملائي المحتملون",,
"My Meetings","اجتماعاتي",,
"My Open Opportunities","فرصي المفتوحة",,
"My Opportunities","فرصي",,
"My Planned Activities","أنشطتي المخطط لها",,
"My Project Tasks","مهام مشروعي",,
"My Tasks","مهامي",,
"My Team Best Open Deals","أفضل صفقات فريقي المفتوحة",,
"My Team Calls","مكالمات فريقي",,
"My Team Closed Opportunities","فرص فريقي المغلقة",,
"My Team Key accounts","حسابات فريقي الرئيسية",,
"My Team Leads","عملائي المحتملون في فريقي",,
"My Team Meetings","اجتماعات فريقي",,
"My Team Open Opportunities","فرص فريقي المفتوحة",,
"My Today Calls","مكالماتي اليوم",,
"My Today Tasks","مهامي اليوم",,
"My Upcoming Meetings","اجتماعاتي القادمة",,
"My Upcoming Tasks","مهامي القادمة",,
"My events","أحداثي",,
"My leads","عملائي الجدد",,
"My opportunities","فرصي",,
"My past events","أحداثي الماضية",,
"My plan activities","أنشطتي المخطط لها",,
"My prospects","عملائي المحتملون",,
"My team opportunities","فرص فريقي",,
"My upcoming events","أحداثي القادمة",,
"My.Calendar.CRM","تقويمي",,
"Name","اسم",,
"Next scheduled event date","تاريخ الحدث المجدول التالي",,
"Next stage","المرحلة التالية",,
"No","لا",,
"No contact creation","لا يتم إنشاء جهة اتصال",,
"No template created in CRM configuration for company %s, emails have not been sent","لم يتم إنشاء قالب في إعداد إدارة العملاء للشركة %s، لم يتم إرسال رسائل البريد الإلكتروني",,
"Non-participant","غير مشارك",,
"None","لا شيء",,
"Normal","عادي",,
"Note","ملاحظة",,
"Note Event (${ fullName })","حدث الملاحظة (${ fullName })",,
"Note Event(${ fullName})","حدث الملاحظة(${ fullName})",,
"Number of employees","عدد الموظفين",,
"Nurturing","رعاية",,
"OK","حسناً",,
"Objective %s is in contradiction with objective's configuration %s","الهدف %s يتعارض مع إعدادات الهدف %s",,
"Objectives' generation's reporting :","تقرير إنشاء الأهداف :",,
"Office name","اسم المكتب",,
"Ok","حسناً",,
"Only pdf files are allowed","فقط ملفات PDF مسموح بها",,
"Open","فتح",,
"Open Cases by Agents","فتح الحالات بواسطة الوكلاء",,
"Open Opportunities","فتح الفرص",,
"Open the list of results","فتح قائمة النتائج",,
"Opened leads","العملاء المحتملون المفتوحون",,
"Opened opportunities","الفرص المفتوحة",,
"Opened prospects","العملاء المحتملون المفتوحون",,
"Operation mode","وضع التشغيل",,
"Opportunities","فرص",,
"Opportunities By Origin By Stage","الفرص حسب الأصل حسب المرحلة",,
"Opportunities By Partner","الفرص حسب الشريك",,
"Opportunities By Sale Stage","الفرص حسب مرحلة البيع",,
"Opportunities By Source","الفرص حسب المصدر",,
"Opportunities Won By Lead Source","الفرص التي فازت بها من مصدر العميل المحتمل",,
"Opportunities Won By Salesman","الفرص التي فازت بها بواسطة البائع",,
"Opportunities Won By Salesperson","الفرص التي فازت بها بواسطة موظف المبيعات",,
"Opportunities filters","مرشحات الفرص",,
"Opportunities monitoring","مراقبة الفرص",,
"Opportunities status management","إدارة حالة الفرص",,
"Opportunity","فرصة",,
"Opportunity created","تم إنشاء الفرصة",,
"Opportunity lost","فرصة مفقودة",,
"Opportunity scoring","تقييم الفرصة",,
"Opportunity status","حالة الفرصة",,
"Opportunity statuses","حالات الفرصة",,
"Opportunity type","نوع الفرصة",,
"Opportunity types","أنواع الفرص",,
"Opportunity won","فرصة فائزة",,
"Optional participant","مشارك اختياري",,
"Order by state","ترتيب حسب الحالة",,
"Organization","منظمة",,
"Other opportunities","فرص أخرى",,
"Outbound","صادر",,
"Over 2000","أكثر من 2000",,
"PDF file","ملف PDF",,
"Parent event","الحدث الرئيسي",,
"Parent lead is missing.","العميل المحتمل الرئيسي مفقود.",,
"Partner","شريك",,
"Partner Type","نوع الشريك",,
"Partner status","حالة الشريك",,
"Partner types","أنواع الشركاء",,
"Partners","شركاء",,
"Past activity","نشاط سابق",,
"Periodicity must be greater than 0","يجب أن تكون الدورية أكبر من 0",,
"Phone number","رقم الهاتف",,
"Picture","صورة",,
"Pipeline","خط الأنابيب",,
"Pipeline by Stage and Type","خط الأنابيب حسب المرحلة والنوع",,
"Pipeline next 90 days","خط الأنابيب في الـ 90 يومًا القادمة",,
"Planned","مخطط",,
"Please complete the contact address.","يرجى إكمال عنوان جهة الاتصال.",,
"Please complete the partner address.","يرجى إكمال عنوان الشريك.",,
"Please configure all templates in CRM configuration for company %s","يرجى تكوين جميع القوالب في إعداد إدارة العملاء للشركة %s",,
"Please configure information for CRM for company %s","يرجى تكوين المعلومات لإدارة العملاء للشركة %s",,
"Please fill closed lost opportunity status in App CRM configuration.","يرجى ملء حالة الفرصة المفقودة المغلقة في إعداد إدارة العملاء.",,
"Please fill closed lost partner status in App CRM configuration.","يرجى ملء حالة الشريك المفقود المغلقة في إعداد إدارة العملاء.",,
"Please fill closed win opportunity status in App CRM configuration.","يرجى ملء حالة الفرصة الفائزة المغلقة في إعداد إدارة العملاء.",,
"Please fill closed win partner status in App CRM configuration.","يرجى ملء حالة الشريك الفائز المغلقة في إعداد إدارة العملاء.",,
"Please fill converted lead status in App CRM configuration.","يرجى ملء حالة العميل المحتمل المحول في إعداد إدارة العملاء.",,
"Please fill default lead status in App CRM configuration.","يرجى ملء حالة العميل المحتمل الافتراضية في إعداد إدارة العملاء.",,
"Please fill default opportunity status in App CRM configuration.","يرجى ملء حالة الفرصة الافتراضية في إعداد إدارة العملاء.",,
"Please fill default partner status in App CRM configuration.","يرجى ملء حالة الشريك الافتراضية في إعداد إدارة العملاء.",,
"Please fill lost lead status in App CRM configuration.","يرجى ملء حالة العميل المحتمل المفقود في إعداد إدارة العملاء.",,
"Please fill sales proposition status in App CRM configuration.","يرجى ملء حالة اقتراح المبيعات في إعداد إدارة العملاء.",,
"Please make sure the opportunity was saved before generating the contract.","يرجى التأكد من حفظ الفرصة قبل إنشاء العقد.",,
"Please save the event before setting the recurrence","يرجى حفظ الحدث قبل تعيين التكرار",,
"Please select a lead","يرجى اختيار عميل محتمل",,
"Please set an active company for user %s","يرجى تعيين شركة نشطة للمستخدم %s",,
"Postal code","الرمز البريدي",,
"Present","حاضر",,
"Primary address","العنوان الرئيسي",,
"Primary key","المفتاح الأساسي",,
"Primary keys","المفاتيح الأساسية",,
"Priority","أولوية",,
"Probability","احتمالية",,
"Probability (%)","احتمالية (%)",,
"Probability(%) :"," ""احتمالية(%) :""",,
"Prospect","عميل محتمل",,
"Prospect not found.","لم يتم العثور على العميل المحتمل.",,
"Prospect status","حالة العميل المحتمل",,
"Prospect won and became client.","تم الفوز بالعميل المحتمل وأصبح عميلًا.",,
"Prospects","العملاء المحتملون",,
"Prospects status managment","إدارة حالة العملاء المحتملين",,
"Realized","تحقق",,
"Received emails","البريد الإلكتروني المستلم",,
"Recent activity","نشاط حديث",,
"Recent lost deals","صفقات مفقودة حديثة",,
"Recently created opportunities","فرص تم إنشاؤها مؤخرًا",,
"Recurrence","تكرار",,
"Recurrence assistant","مساعد التكرار",,
"Recurrence configuration","إعدادات التكرار",,
"Recurrence name","اسم التكرار",,
"Recurrent","متكرر",,
"Recurrent amount","المبلغ المتكرر",,
"Recurring end date","تاريخ انتهاء التكرار",,
"Recurring start date","تاريخ بدء التكرار",,
"Reference","مرجع",,
"References","المراجع",,
"Region","منطقة",,
"Rejection of calls","رفض المكالمات",,
"Rejection of e-mails","رفض رسائل البريد الإلكتروني",,
"Related Contacts","جهات الاتصال ذات الصلة",,
"Related to","مرتبط بـ",,
"Related to select","مرتبط بالاختيار",,
"Reminded","تم تذكيره",,
"Reminder","تذكير",,
"Reminder Templates","قوالب التذكير",,
"Reminder(s) treated","تمت معالجة التذكيرات",,
"Reminders","التذكيرات",,
"Repeat every","كرر كل",,
"Repeat every:","كرر كل:",,
"Repeat the:","كرر:",,
"Repetitions number","عدد التكرارات",,
"Reportings","التقارير",,
"Reports","التقارير",,
"Requests","الطلبات",,
"Required participant","المشارك المطلوب",,
"ResearchRequest.title","طلب البحث",,
"Reset","إعادة تعيين",,
"Roles","الأدوار",,
"Sa","سا",,
"Sale quotation","عرض سعر البيع",,
"Sale quotations/orders","عروض أسعار البيع / الطلبات",,
"Sales Stage","مرحلة المبيعات",,
"Sales pipeline follow-up","متابعة خط أنابيب المبيعات",,
"Sales proposition step","خطوة اقتراح المبيعات",,
"Sales stage","مرحلة المبيعات",,
"Salesman","بائع",,
"Salesperson","موظف مبيعات",,
"Salesperson user","مستخدم موظف المبيعات",,
"Saving this partner will convert the lead!","حفظ هذا الشريك سيحول العميل المحتمل!",,
"Schedule Event","جدولة حدث",,
"Schedule Event (${ fullName })","جدولة حدث (${ fullName })",,
"Schedule Event(${ fullName})","جدولة حدث(${ fullName})",,
"Score","درجة",,
"Score :"," ""درجة :""",,
"Search","بحث",,
"Select Contact","اختر جهة الاتصال",,
"Select Partner","اختر الشريك",,
"Select existing contact","اختر جهة الاتصال الموجودة",,
"Select existing partner","اختر الشريك الموجود",,
"Select partner type to create:","اختر نوع الشريك لإنشائه:",,
"Send Email","إرسال بريد إلكتروني",,
"Sending date","تاريخ الإرسال",,
"Sent emails","البريد الإلكتروني المرسل",,
"Sent opportunities","الفرص المرسلة",,
"Sequence","تسلسل",,
"Show PDF","عرض PDF",,
"Show Partner","عرض الشريك",,
"Show all events","عرض جميع الأحداث",,
"Show the events","عرض الأحداث",,
"Show the opportunities","عرض الفرص",,
"Size","حجم",,
"Some user groups","بعض مجموعات المستخدمين",,
"Source","مصدر",,
"Source description","وصف المصدر",,
"Start date","تاريخ البدء",,
"Status","حالة",,
"Status description","وصف الحالة",,
"Su","سو",,
"Subcontractor","مقاول فرعي",,
"Supplier","مورد",,
"Tags","علامات",,
"Take charge","تولي المسؤولية",,
"Take in charge","تولي المسؤولية",,
"Task","مهمة",,
"Task Event (${ fullName })","حدث المهمة (${ fullName })",,
"Task Event(${ fullName})","حدث المهمة(${ fullName})",,
"Task reminder template","قالب تذكير المهمة",,
"Tasks","المهام",,
"Tasks filters","مرشحات المهام",,
"Tb Opportunities 1","فرص Tb 1",,
"Tb Opportunities 2","فرص Tb 2",,
"Team","فريق",,
"Teams","الفرق",,
"Template","قالب",,
"Th","ث",,
"The end date must be after the start date","يجب أن يكون تاريخ الانتهاء بعد تاريخ البدء",,
"The number of repetitions must be greater than 0","يجب أن يكون عدد التكرارات أكبر من 0",,
"There's no configured sequence for opportunities for the company %s","لا يوجد تسلسل مكون للفرص للشركة %s",,
"These opportunities have been found for the same prospect, would you like to close it (closed losed) ?","تم العثور على هذه الفرص لنفس العميل المحتمل، هل ترغب في إغلاقها (مغلقة)؟",,
"These statuses are essential to the operation of the process, they can be renamed but cannot be deleted.","هذه الحالات ضرورية لتشغيل العملية، يمكن إعادة تسميتها ولكن لا يمكن حذفها.",,
"This configuration enables a search tool to be activated in CRM, which allows queries to be made on multiple object types (opportunities, leads, events, etc...), using keywords and configurable mapping.","تتيح هذه الإعدادات تفعيل أداة البحث في إدارة العملاء، مما يسمح بإجراء استفسارات على أنواع متعددة من الكائنات (الفرص، العملاء المحتملين، الأحداث، إلخ...)، باستخدام الكلمات الرئيسية والتخطيط القابل للتكوين.",,
"This configuration enables catalog management. It allows you to add sales catalogs in pdf format that can be consulted from the application.","تتيح هذه الإعدادات إدارة الكتالوجات. يسمح لك بإضافة كتالوجات مبيعات بتنسيق PDF يمكن الاطلاع عليها من التطبيق.",,
"To Date","إلى تاريخ",,
